Entity,Year,Daily protein supply (FAO (2017)),Daily protein supply of animal origin (FAO (2017)),Daily protein supply of plant origin (FAO (2017)),Share of protein of animal origin (FAO (2017)),Share of protein of plant origin (FAO (2017))
Belarus,1999,91.98,49.54,42.44,53.85953468,46.14046532
Belarus,2000,86.75,44.72,42.03,51.55043228,48.44956772
Belarus,2001,88.46,47.98,40.48,54.23920416,45.76079584
Belarus,2002,86.31,47.44,38.87,54.96466226,45.03533774
Belarus,2003,85.38,46.2,39.18,54.11103303,45.88896697
Belarus,2004,87.21,45.9,41.31,52.63157895,47.36842105
Belarus,2005,89.1,48.88,40.22,54.85970819,45.14029181
Belarus,2006,90.99,50.15,40.84,55.11594681,44.88405319
Belarus,2007,92.01,51.25,40.76,55.70046734,44.29953266
Belarus,2008,90.86,50.62,40.24,55.71208453,44.28791547
Belarus,2009,91.56,52.64,38.92,57.49235474,42.50764526
Belarus,2010,93.87,53.9,39.97,57.41983594,42.58016406
Belarus,2011,98.04,56.51,41.53,57.63973888,42.36026112
Belarus,2012,99.55,57.87,41.68,58.13159216,41.86840784
Belarus,2013,93.82,54.96,38.86,58.58026007,41.41973993
Belgium,1947,78.7,34.0,44.7,43.20203304,56.79796696
Belgium,1948,81.2,33.8,47.4,41.62561576,58.37438424
Belgium,1961,89.48,48.9,40.58,54.64908359,45.35091641
Belgium,1962,87.92,47.82,40.1,54.39035487,45.60964513
Belgium,1963,88.95,48.63,40.32,54.67116358,45.32883642
Belgium,1964,90.5,48.53,41.97,53.62430939,46.37569061
Belgium,1965,88.5,48.24,40.26,54.50847458,45.49152542
Belgium,1966,90.0,50.56,39.44,56.17777778,43.82222222
Belgium,1967,90.19,50.65,39.54,56.15921943,43.84078057
Belgium,1968,89.54,50.82,38.72,56.75675676,43.24324324
Belgium,1969,93.38,52.72,40.66,56.45748554,43.54251446
Belgium,1970,92.21,54.2,38.01,58.77887431,41.22112569
Belgium,1971,95.53,56.03,39.5,58.65173244,41.34826756
Belgium,1972,94.04,55.23,38.81,58.73032752,41.26967248
Belgium,1973,95.33,56.18,39.15,58.93213049,41.06786951
Belgium,1974,96.25,58.17,38.08,60.43636364,39.56363636
Belgium,1975,96.95,58.21,38.74,60.04125838,39.95874162
Belgium,1976,96.23,57.95,38.28,60.22030552,39.77969448
Belgium,1977,98.87,59.51,39.36,60.19014868,39.80985132
Belgium,1978,100.33,61.08,39.25,60.87909897,39.12090103
Belgium,1979,99.41,61.78,37.63,62.14666533,37.85333467
Belgium,1980,101.38,62.86,38.52,62.00434011,37.99565989
Belgium,1981,101.64,61.92,39.72,60.92089728,39.07910272
Belgium,1982,102.84,63.4,39.44,61.64916375,38.35083625
Belgium,1983,101.6,63.1,38.5,62.10629921,37.89370079
Belgium,1984,103.49,62.71,40.78,60.59522659,39.40477341
Belgium,1985,102.94,63.63,39.31,61.81270643,38.18729357
Belgium,1986,102.53,63.86,38.67,62.2842095,37.7157905
Belgium,1987,102.59,63.81,38.78,62.19904474,37.80095526
Belgium,1988,103.05,63.53,39.52,61.64968462,38.35031538
Belgium,1989,102.36,62.99,39.37,61.53771004,38.46228996
Belgium,1990,103.86,63.79,40.07,61.41921818,38.58078182
Belgium,1991,105.5,65.41,40.09,62.0,38.0
Belgium,1992,107.14,65.63,41.51,61.25630017,38.74369983
Belgium,1993,106.88,66.5,40.38,62.21931138,37.78068862
Belgium,1994,104.15,64.42,39.73,61.8530965,38.1469035
Belgium,1995,103.23,64.41,38.82,62.39465272,37.60534728
Belgium,1996,101.83,63.0,38.83,61.86781891,38.13218109
Belgium,1997,102.31,62.75,39.56,61.33320301,38.66679699
Belgium,1998,103.61,64.12,39.49,61.88591835,38.11408165
Belgium,1999,105.92,66.14,39.78,62.44335347,37.55664653
Belgium,2000,96.58,58.49,38.09,60.56119279,39.43880721
Belgium,2001,100.83,62.98,37.85,62.46156898,37.53843102
Belgium,2002,100.64,61.9,38.74,61.5063593,38.4936407
Belgium,2003,99.47,60.0,39.47,60.31969438,39.68030562
Belgium,2004,99.25,60.03,39.22,60.4836272,39.5163728
Belgium,2005,99.26,60.49,38.77,60.94096313,39.05903687
Belgium,2006,100.12,60.76,39.36,60.68717539,39.31282461
Belgium,2007,101.18,62.06,39.12,61.33623246,38.66376754
Belgium,2008,98.38,58.99,39.39,59.96137426,40.03862574
Belgium,2009,96.11,56.04,40.07,58.30818853,41.69181147
Belgium,2010,96.92,57.03,39.89,58.8423442,41.1576558
Belgium,2011,96.57,56.32,40.25,58.32038935,41.67961065
Belgium,2012,98.95,58.42,40.53,59.03991915,40.96008085
Belgium,2013,99.59,58.12,41.47,58.35927302,41.64072698
Belize,1961,59.67,25.5,34.17,42.73504274,57.26495726
Belize,1962,62.38,29.39,32.99,47.11445976,52.88554024
Belize,1963,58.46,22.87,35.59,39.12076634,60.87923366
Belize,1964,58.39,24.13,34.26,41.32556945,58.67443055
Belize,1965,56.61,22.67,33.94,40.04592828,59.95407172
Belize,1966,56.19,22.86,33.33,40.68339562,59.31660438
Belize,1967,57.1,23.28,33.82,40.77057793,59.22942207
Belize,1968,57.54,24.52,33.02,42.61383385,57.38616615
Belize,1969,54.6,21.47,33.13,39.32234432,60.67765568
Belize,1970,57.83,25.43,32.4,43.97371606,56.02628394
Belize,1971,59.15,26.01,33.14,43.97295013,56.02704987
Belize,1972,59.16,25.9,33.26,43.7795808,56.2204192
Belize,1973,57.13,24.25,32.88,42.44705059,57.55294941
Belize,1974,61.24,27.07,34.17,44.20313521,55.79686479
Belize,1975,62.91,29.52,33.39,46.9241774,53.0758226
Belize,1976,62.27,29.41,32.86,47.22980568,52.77019432
Belize,1977,63.96,30.68,33.28,47.96747967,52.03252033
Belize,1978,65.81,31.4,34.41,47.71311351,52.28688649
Belize,1979,67.16,32.57,34.59,48.49612865,51.50387135
Belize,1980,69.69,33.98,35.71,48.75878892,51.24121108
Belize,1981,69.92,34.37,35.55,49.15617849,50.84382151
Belize,1982,68.22,33.05,35.17,48.44620346,51.55379654
Belize,1983,67.52,34.63,32.89,51.28850711,48.71149289
Belize,1984,67.32,34.24,33.08,50.86155674,49.13844326
Belize,1985,66.46,33.86,32.6,50.94793861,49.05206139
Belize,1986,64.32,32.62,31.7,50.71517413,49.28482587
Belize,1987,68.18,33.97,34.21,49.82399531,50.17600469
Belize,1988,66.64,33.05,33.59,49.59483794,50.40516206
Belize,1989,62.67,26.45,36.22,42.20520185,57.79479815
Belize,1990,65.47,28.8,36.67,43.98961356,56.01038644
Belize,1991,63.22,24.81,38.41,39.24391016,60.75608984
Belize,1992,66.12,25.49,40.63,38.55111918,61.44888082
Belize,1993,66.0,25.81,40.19,39.10606061,60.89393939
Belize,1994,65.21,26.44,38.77,40.54592854,59.45407146
Belize,1995,65.72,26.6,39.12,40.47474133,59.52525867
Belize,1996,65.05,25.52,39.53,39.23136049,60.76863951
Belize,1997,67.69,27.33,40.36,40.37524007,59.62475993
Belize,1998,67.6,26.57,41.03,39.30473373,60.69526627
Belize,1999,68.05,26.78,41.27,39.35341661,60.64658339
Belize,2000,71.3,29.4,41.9,41.2342216,58.7657784
Belize,2001,74.93,31.47,43.46,41.99919925,58.00080075
Belize,2002,77.59,32.4,45.19,41.7579585,58.2420415
Belize,2003,78.65,31.84,46.81,40.48315321,59.51684679
Belize,2004,77.74,31.46,46.28,40.46822742,59.53177258
Belize,2005,76.39,30.25,46.14,39.59942401,60.40057599
Belize,2006,73.21,29.17,44.04,39.84428357,60.15571643
Belize,2007,72.66,28.67,43.99,39.45774842,60.54225158
Belize,2008,69.29,27.18,42.11,39.2264396,60.7735604
Belize,2009,69.89,26.85,43.04,38.41751324,61.58248676
Belize,2010,72.39,28.15,44.24,38.88658655,61.11341345
Belize,2011,71.11,27.62,43.49,38.84123189,61.15876811
Belize,2012,71.66,29.76,41.9,41.5294446,58.4705554
Belize,2013,73.27,28.95,44.32,39.51139621,60.48860379
Benin,1961,41.02,6.56,34.46,15.99219893,84.00780107
Benin,1962,41.68,7.2,34.48,17.27447217,82.72552783
Benin,1963,39.99,7.2,32.79,18.00450113,81.99549887
Benin,1964,39.28,7.69,31.59,19.57739308,80.42260692
Benin,1965,42.73,7.55,35.18,17.66908495,82.33091505
Benin,1966,40.43,7.08,33.35,17.5117487,82.4882513
Benin,1967,44.7,8.81,35.89,19.70917226,80.29082774
Benin,1968,46.52,8.97,37.55,19.28202923,80.71797077
Benin,1969,44.83,8.88,35.95,19.80816418,80.19183582
Benin,1970,43.33,9.51,33.82,21.94784214,78.05215786
Benin,1971,44.71,9.45,35.26,21.13621114,78.86378886
Benin,1972,42.28,9.3,32.98,21.9962157,78.0037843
Benin,1973,44.64,9.19,35.45,20.58691756,79.41308244
Benin,1974,40.33,9.29,31.04,23.03496157,76.96503843
Benin,1975,38.14,9.46,28.68,24.80335606,75.19664394
Benin,1976,44.1,9.08,35.02,20.58956916,79.41043084
Benin,1977,43.48,8.86,34.62,20.37718491,79.62281509
Benin,1978,43.92,9.04,34.88,20.58287796,79.41712204
Benin,1979,46.82,9.02,37.8,19.26527125,80.73472875
Benin,1980,46.28,9.12,37.16,19.70613656,80.29386344
Benin,1981,44.08,9.2,34.88,20.87114338,79.12885662
Benin,1982,42.27,9.62,32.65,22.75845753,77.24154247
Benin,1983,41.25,10.0,31.25,24.24242424,75.75757576
Benin,1984,46.74,9.76,36.98,20.88147197,79.11852803
Benin,1985,48.01,9.94,38.07,20.70402,79.29598
Benin,1986,48.71,9.17,39.54,18.82570314,81.17429686
Benin,1987,46.1,9.12,36.98,19.78308026,80.21691974
Benin,1988,46.26,8.02,38.24,17.33679204,82.66320796
Benin,1989,49.67,7.45,42.22,14.99899336,85.00100664
Benin,1990,50.03,7.65,42.38,15.2908255,84.7091745
Benin,1991,51.44,7.37,44.07,14.3273717,85.6726283
Benin,1992,51.85,8.04,43.81,15.50626808,84.49373192
Benin,1993,51.26,9.15,42.11,17.85017558,82.14982442
Benin,1994,51.33,8.17,43.16,15.91661796,84.08338204
Benin,1995,51.85,8.11,43.74,15.6412729,84.3587271
Benin,1996,52.18,7.63,44.55,14.62246071,85.37753929
Benin,1997,53.04,7.95,45.09,14.98868778,85.01131222
Benin,1998,54.08,8.42,45.66,15.56952663,84.43047337
Benin,1999,53.58,8.91,44.67,16.62933931,83.37066069
Benin,2000,55.26,9.31,45.95,16.84762939,83.15237061
Benin,2001,53.95,8.51,45.44,15.77386469,84.22613531
Benin,2002,59.35,10.75,48.6,18.11288964,81.88711036
Benin,2003,56.73,10.95,45.78,19.30195664,80.69804336
Benin,2004,58.87,9.37,49.5,15.91642602,84.08357398
Benin,2005,57.78,9.0,48.78,15.57632399,84.42367601
Benin,2006,58.14,9.69,48.45,16.66666667,83.33333333
Benin,2007,60.06,9.74,50.32,16.21711622,83.78288378
Benin,2008,62.77,11.72,51.05,18.67133981,81.32866019
Benin,2009,63.27,11.62,51.65,18.36573416,81.63426584
Benin,2010,60.74,10.25,50.49,16.8752058,83.1247942
Benin,2011,62.27,13.37,48.9,21.47101333,78.52898667
Benin,2012,64.48,14.23,50.25,22.06885856,77.93114144
Benin,2013,64.43,14.25,50.18,22.11702623,77.88297377
Bermuda,1961,88.18,63.05,25.13,71.50147426,28.49852574
Bermuda,1962,90.99,65.15,25.84,71.60127487,28.39872513
Bermuda,1963,89.0,64.52,24.48,72.49438202,27.50561798
Bermuda,1964,89.32,63.75,25.57,71.37259292,28.62740708
Bermuda,1965,89.08,64.08,25.0,71.93533902,28.06466098
Bermuda,1966,93.15,69.42,23.73,74.52495974,25.47504026
Bermuda,1967,92.31,67.05,25.26,72.63568411,27.36431589
Bermuda,1968,93.66,69.06,24.6,73.73478539,26.26521461
Bermuda,1969,93.0,68.23,24.77,73.3655914,26.6344086
Bermuda,1970,95.23,68.05,27.18,71.45857398,28.54142602
Bermuda,1971,92.87,66.89,25.98,72.02541187,27.97458813
Bermuda,1972,91.8,65.02,26.78,70.82788671,29.17211329
Bermuda,1973,92.43,65.08,27.35,70.41004003,29.58995997
Bermuda,1974,94.39,67.7,26.69,71.72369954,28.27630046
Bermuda,1975,95.5,69.32,26.18,72.58638743,27.41361257
Bermuda,1976,99.49,72.24,27.25,72.61031259,27.38968741
Bermuda,1977,93.62,66.67,26.95,71.21341594,28.78658406
Bermuda,1978,96.07,66.83,29.24,69.56385969,30.43614031
Bermuda,1979,101.01,72.24,28.77,71.51767152,28.48232848
Bermuda,1980,104.08,74.68,29.4,71.75249808,28.24750192
Bermuda,1981,102.88,72.7,30.18,70.66485226,29.33514774
Bermuda,1982,103.17,71.21,31.96,69.02200252,30.97799748
Bermuda,1983,105.66,72.98,32.68,69.07060382,30.92939618
Bermuda,1984,108.04,72.52,35.52,67.12328767,32.87671233
Bermuda,1985,104.62,70.23,34.39,67.12865609,32.87134391
Bermuda,1986,106.24,70.67,35.57,66.51920181,33.48079819
Bermuda,1987,104.84,69.23,35.61,66.03395651,33.96604349
Bermuda,1988,104.41,74.18,30.23,71.04683459,28.95316541
Bermuda,1989,101.41,69.14,32.27,68.1786806,31.8213194
Bermuda,1990,98.69,71.07,27.62,72.01337522,27.98662478
Bermuda,1991,96.87,66.82,30.05,68.97904408,31.02095592
Bermuda,1992,100.61,66.14,34.47,65.73899215,34.26100785
Bermuda,1993,99.05,65.01,34.04,65.63351843,34.36648157
Bermuda,1994,98.16,63.03,35.13,64.21149144,35.78850856
Bermuda,1995,96.32,59.86,36.46,62.14700997,37.85299003
Bermuda,1996,91.85,56.19,35.66,61.17583016,38.82416984
Bermuda,1997,94.4,61.88,32.52,65.55084746,34.44915254
Bermuda,1998,89.02,57.73,31.29,64.85059537,35.14940463
Bermuda,1999,83.47,54.51,28.96,65.30489996,34.69510004
Bermuda,2000,86.6,57.89,28.71,66.84757506,33.15242494
Bermuda,2001,84.83,57.08,27.75,67.28751621,32.71248379
Bermuda,2002,84.15,57.05,27.1,67.79560309,32.20439691
Bermuda,2003,78.17,54.67,23.5,69.93731611,30.06268389
Bermuda,2004,74.51,50.54,23.97,67.8298215,32.1701785
Bermuda,2005,78.45,53.32,25.13,67.96685787,32.03314213
Bermuda,2006,83.27,57.67,25.6,69.25663504,30.74336496
Bermuda,2007,84.86,58.56,26.3,69.00777752,30.99222248
Bermuda,2008,90.09,63.87,26.22,70.8957709,29.1042291
Bermuda,2009,90.22,62.91,27.31,69.72954999,30.27045001
Bermuda,2010,85.46,57.56,27.9,67.35314767,32.64685233
Bermuda,2011,92.51,67.05,25.46,72.47865096,27.52134904
Bermuda,2012,88.67,62.71,25.96,70.72290515,29.27709485
Bermuda,2013,90.79,60.28,30.51,66.39497742,33.60502258
Bolivia,1961,46.23,13.77,32.46,29.78585334,70.21414666
Bolivia,1962,47.21,14.23,32.98,30.14191908,69.85808092
Bolivia,1963,48.74,14.84,33.9,30.44727124,69.55272876
Bolivia,1964,46.26,14.24,32.02,30.78253351,69.21746649
Bolivia,1965,48.2,14.26,33.94,29.58506224,70.41493776
Bolivia,1966,47.28,14.33,32.95,30.30879865,69.69120135
Bolivia,1967,48.37,14.72,33.65,30.432086,69.567914
Bolivia,1968,49.25,14.57,34.68,29.58375635,70.41624365
Bolivia,1969,47.76,15.03,32.73,31.46984925,68.53015075
Bolivia,1970,49.86,15.48,34.38,31.04693141,68.95306859
Bolivia,1971,50.8,15.25,35.55,30.01968504,69.98031496
Bolivia,1972,50.93,16.3,34.63,32.00471235,67.99528765
Bolivia,1973,49.05,16.29,32.76,33.21100917,66.78899083
Bolivia,1974,53.3,16.86,36.44,31.63227017,68.36772983
Bolivia,1975,55.43,17.44,37.99,31.46310662,68.53689338
Bolivia,1976,55.03,17.75,37.28,32.25513356,67.74486644
Bolivia,1977,52.26,18.71,33.55,35.80176043,64.19823957
Bolivia,1978,53.76,19.15,34.61,35.62127976,64.37872024
Bolivia,1979,54.12,19.55,34.57,36.12342942,63.87657058
Bolivia,1980,55.49,22.44,33.05,40.43971887,59.56028113
Bolivia,1981,55.98,21.29,34.69,38.0314398,61.9685602
Bolivia,1982,52.6,19.44,33.16,36.9581749,63.0418251
Bolivia,1983,49.97,19.77,30.2,39.56373824,60.43626176
Bolivia,1984,53.15,18.63,34.52,35.05174036,64.94825964
Bolivia,1985,57.18,19.21,37.97,33.59566282,66.40433718
Bolivia,1986,52.58,17.94,34.64,34.11943705,65.88056295
Bolivia,1987,54.2,19.17,35.03,35.36900369,64.63099631
Bolivia,1988,52.08,19.13,32.95,36.73195084,63.26804916
Bolivia,1989,53.72,20.08,33.64,37.37900223,62.62099777
Bolivia,1990,50.83,19.27,31.56,37.91068267,62.08931733
Bolivia,1991,53.56,19.54,34.02,36.48244959,63.51755041
Bolivia,1992,52.67,18.91,33.76,35.90279096,64.09720904
Bolivia,1993,53.55,19.89,33.66,37.14285714,62.85714286
Bolivia,1994,52.19,20.55,31.64,39.37535926,60.62464074
Bolivia,1995,55.31,21.66,33.65,39.16109203,60.83890797
Bolivia,1996,53.13,22.33,30.8,42.02898551,57.97101449
