Entity,Year,% global domestic CO2,% global domestic RPKs,% global international CO2,% global international RPKs,% global total CO2,% global total RPKs,Domestic RPKs (billions),Domestic aviation CO2 (Mt),International RPKs (billions),International aviation CO2 (Mt),Total RPKs (billions),Total aviation CO2 (Mt),Per capita total RPKs,Per capita domestic RPKs,Per capita international RPKs,Per capita aviation CO2,Per capita domestic aviation CO2,Per capita international aviation CO2,Inbound-outbound flight ratio,Per capita international RPKs - adjusted,Per capita international CO2 - adjusted,Per capita total RPKs - adjusted,Per capita aviation CO2 - adjusted
Kazakhstan,2018,0.0008464509230269,0.0005393084715191,0.0009047302889855,0.0008287681462629,0.0017511812120125,0.001368076617782,4.585552156322002,0.6321282811081667,7.046726986287192,0.6756512242881277,11.632279142609194,1.3077795053962944,634.9497348585805,250.30306530141937,384.64666955716115,0.0713853441810204,0.034504818837782,0.0368805253432384,,,,,
Kenya,2018,0.0004885954572,0.0001873461259855,0.0015501644607491,0.0014019230897813,0.0020387599179491,0.0015892692157669,1.5929388788790009,0.3648823553911722,11.920063909318191,1.157660496729269,13.513002788197191,1.5225428521204412,262.9346951568734,30.99524991494952,231.93944524192383,0.0296254908668581,0.0070998454145734,0.0225256454522847,,,,,
Kuwait,2018,0.0,0.0,0.0018041319469812,0.0016507691756046,0.0018041319469812,0.0016507691756046,0.0,0.0,14.035915533574885,1.3473230349366383,14.035915533574885,1.3473230349366383,3392.776295280368,0.0,3392.776295280368,0.3256763439537438,0.0,0.3256763439537438,,,,,
Kyrgyzstan,2018,3.3035116202343054e-05,1.5031164772804458e-05,0.0002896479586765,0.000326752571565,0.0003226830748788,0.0003417837363378,0.127804760496,0.0246705752845298,2.7782633469550007,0.2163086615700529,2.906068107451001,0.2409792368545827,460.9879612073288,20.273597794416244,440.7143634129126,0.0382264017853081,0.0039134795819368,0.0343129222033713,16.167848699763592,7125.403147472598,0.5547661346308665,7145.676745267015,0.5586796142128034
Latvia,2018,9.987545882986751e-07,3.802962530823722e-07,0.0005130928058042,0.0005057877165002,0.0005140915603925,0.0005061680127532,0.003233526628,0.0007458684301417,4.300536847688899,0.3831769386252709,4.3037703743168985,0.3839228070554127,2232.2460447701756,1.6771403672199172,2230.568904402956,0.1991300866469983,0.0003868612189531,0.1987432254280451,0.7029804727646455,1568.0463829513074,0.1397126065701776,1569.7235233185272,0.1400994677891308
Lebanon,2018,0.0,0.0,0.0009869205390927,0.0009074075096778,0.0009869205390927,0.0009074075096778,0.0,0.0,7.715370112666001,0.7370307799252838,7.715370112666001,0.7370307799252838,1124.8534936092726,0.0,1124.8534936092726,0.1074545531309642,0.0,0.1074545531309642,,,,,
Libya,2018,1.5344127568762876e-05,1.0012450716674749e-05,9.912602446370614e-05,7.90935283262339e-05,0.0001144701520324,8.910597904290864e-05,0.085132382298,0.0114589714787727,0.6725047324880004,0.0740271665523779,0.7576371147860004,0.0854861380311507,113.43571115226835,12.746276732744429,100.68943441952392,0.012799242106775,0.001715671729117,0.011083570377658,,,,,
Luxembourg,2018,0.0,0.0,0.0002898059772327,0.0002422551033339,0.0002898059772327,0.0002422551033339,0.0,0.0,2.0598107950056,0.2164266695910806,2.0598107950056,0.2164266695910806,3410.28277318808,0.0,3410.28277318808,0.3583223006474845,0.0,0.3583223006474845,1.9538310412573672,6663.116341720129,0.70010123377981,6663.116341720129,0.70010123377981
Madagascar,2018,3.6708249876229146e-05,2.372028390533033e-05,0.0001947647770516,0.0001806810957508,0.0002314730269278,0.0002044013796562,0.2016853150929998,0.0274136660088579,1.536268447431001,0.1454500436927984,1.7379537625240011,0.1728637097016563,66.17750980595541,7.679739360787443,58.49777044516797,0.0065822751390471,0.0010438529437536,0.0055384221952935,,,,,
Malaysia,2018,0.0025451699109994,0.0023603914193876,0.0071290156082371,0.0080047366930226,0.0096741855192365,0.0103651281124103,20.069586395424004,1.9007290761937037,68.06148900291987,5.3239381750722625,88.13107539834388,7.224667251265966,2795.3271821347334,636.5638922679524,2158.7632898667807,0.2291508262898365,0.0602870171337764,0.16886380915606,,,,,
Malta,2018,0.0,0.0,0.000582927802359,0.0006648327771614,0.000582927802359,0.0006648327771614,0.0,0.0,5.652841622011004,0.4353296094210703,5.652841622011004,0.4353296094210703,12876.63239638042,0.0,12876.63239638042,0.9916392014147386,0.0,0.9916392014147386,0.2566371681415929,3304.6224734073644,0.2544914764692692,3304.6224734073644,0.2544914764692692
Mauritius,2018,1.4841899852368486e-05,1.264526050105076e-05,0.0010176363329155,0.0010687160390208,0.0010324782327679,0.0010813612995219,0.1075182472,0.01108390857264,9.086920373092,0.7599692887317878,9.194438620292,0.7710531973044278,7256.857632432517,84.86049502762431,7171.997137404893,0.6085660594352232,0.0087481519910339,0.5998179074441893,0.2115796997855611,1517.449001195031,0.126909292783045,1602.3094962226553,0.1356574447740789
Mexico,2018,0.0067473684699489,0.0056159368634047,0.0082192272978009,0.0085571084970261,0.0149665957677499,0.0141730453604308,47.750355786578424,5.038924664007433,72.75811412695082,6.1381066314118025,120.50846991352924,11.177031295419235,954.9688164253332,378.3974751494039,576.5713412759295,0.0885723331728826,0.0399309353599498,0.0486413978129327,0.4780093433059811,275.6064882123558,0.0232510426260449,654.0039633617597,0.0631819779859948
Moldova,2018,0.0,0.0,0.00023081575375,0.0002102187427626,0.00023081575375,0.0002102187427626,0.0,0.0,1.7874167755220003,0.1723728590772359,1.7874167755220003,0.1723728590772359,441.1196385789734,0.0,441.1196385789734,0.0425401922698015,0.0,0.0425401922698015,1.65,727.8474036553062,0.0701913172451725,727.8474036553062,0.0701913172451725
Mongolia,2018,1.704927706226592e-05,1.078305017594212e-05,0.0001265406785513,0.0001211068172565,0.0001435899556135,0.0001318898674324,0.0916845211919999,0.0127323745657539,1.02972910003,0.0945003891505702,1.1214136212219998,0.1072327637163241,353.75824013312297,28.92256189022081,324.8356782429022,0.0338273702575155,0.0040165219450327,0.0298108483124827,,,,,
Morocco,2018,8.929007523003971e-05,4.677902786444271e-05,0.0026634180672969,0.0028226861398598,0.0027527081425269,0.0028694651677243,0.3977457863590002,0.0666816944015407,24.00031744132521,1.9890366221495572,24.398063227684208,2.055718316551098,677.1784736652198,11.039601053567964,666.138872611652,0.0570573237267506,0.0018507783841222,0.0552065453426283,0.1564814061355684,104.23834746783358,0.0086387978431015,115.27794852140154,0.0104895762272237
Myanmar,2018,0.0002635539992593,0.0001840653551351,0.0004545221443549,0.0004531509925661,0.0007180761436143,0.0006372163477012,1.5650436266400003,0.1968217317730115,3.852985111188998,0.3394364564093873,5.418028737828998,0.5362581881823988,100.8793613210136,29.1398604796306,71.73950084138299,0.0099846985213077,0.0036646632116819,0.0063200353096258,,,,,
Namibia,2018,3.764834211161728e-05,1.1971420998502894e-05,0.0002578406531025,0.0002179085183165,0.0002954889952141,0.000229879939315,0.1017888245279999,0.0281157254817378,1.852800259622999,0.1925550134231709,1.9545890841509992,0.2206707389049088,798.4432533296566,41.580402176470585,756.862851153186,0.0901432756964496,0.0114851819778341,0.0786580937186155,,,,,
Nepal,2018,0.0001453988861191,5.215640452465713e-05,0.0005875477039581,0.0006355426689892,0.0007329465900772,0.0006876990735139,0.4434677478000003,0.1085836703076188,5.403798030484192,0.4387797450134031,5.847265778284193,0.547363415321022,208.1173753660376,15.78401721953304,192.33335814650457,0.019481898324353,0.0038647376960285,0.0156171606283244,,,,,
