Entity,Year,"Cereals allocated to food (tonnes) (FAO, 2020)","Cereals allocated to animal feed (tonnes) (FAO, 2020)","Cereals allocated to other uses (tonnes) (FAO, 2020)","Share of cereals allocated to food (FAO, 2020)","Share of cereals allocated to animal feed (FAO, 2020)","Share of cereals allocated to other uses (FAO, 2020)"
Belgium,2010,1361,3275.0,1101.0,23.72320028,57.0855848,19.19121492
Belgium,2011,1373,3153.0,1231.0,23.84922703,54.76810839,21.38266458
Belgium,2012,1394,3074.0,1179.0,24.68567381,54.43598371,20.87834248
Belgium,2013,1376,3280.0,1241.0,23.33389859,55.62150246,21.04459895
Belgium,2014,1569,3099.0,1282.0,26.3697479,52.08403361,21.54621849
Belgium,2015,1511,2767.0,1215.0,27.50773712,50.37320226,22.11906062
Belgium,2016,1569,2363.0,1172.0,30.74059561,46.29702194,22.96238245
Belgium,2017,1548,2970.0,1325.0,26.49323977,50.83005305,22.67670717
Belgium-Luxembourg,1961,1046,2004.0,28.0,33.98310591,65.10721248,0.909681611
Belgium-Luxembourg,1962,1051,2367.0,26.0,30.51684088,68.728223,0.754936121
Belgium-Luxembourg,1963,1054,2005.0,58.0,33.81456529,64.32467116,1.860763555
Belgium-Luxembourg,1964,1098,2088.0,62.0,33.80541872,64.28571429,1.908866995
Belgium-Luxembourg,1965,1079,2308.0,56.0,31.33894859,67.03456288,1.626488527
Belgium-Luxembourg,1966,1051,2625.0,73.0,28.03414244,70.01867165,1.947185916
Belgium-Luxembourg,1967,998,2852.0,66.0,25.48518897,72.82941777,1.685393258
Belgium-Luxembourg,1968,1013,2754.0,77.0,26.35275754,71.64412071,2.003121748
Belgium-Luxembourg,1969,1109,3062.0,79.0,26.09411765,72.04705882,1.858823529
Belgium-Luxembourg,1970,964,3007.0,99.0,23.68550369,73.88206388,2.432432432
Belgium-Luxembourg,1971,1019,3239.0,114.0,23.3074108,74.08508692,2.607502287
Belgium-Luxembourg,1972,1016,3269.0,111.0,23.11191993,74.36305732,2.525022748
Belgium-Luxembourg,1973,1052,3360.0,196.0,22.82986111,72.91666667,4.253472222
Belgium-Luxembourg,1974,980,3519.0,213.0,20.79796265,74.68166384,4.520373514
Belgium-Luxembourg,1975,1081,3074.0,199.0,24.8277446,70.60174552,4.570509876
Belgium-Luxembourg,1976,1047,2788.0,232.0,25.74379149,68.55175805,5.704450455
Belgium-Luxembourg,1977,1091,2465.0,246.0,28.69542346,64.83429774,6.470278801
Belgium-Luxembourg,1978,1076,2656.0,257.0,26.97417899,66.58310353,6.442717473
Belgium-Luxembourg,1979,1035,1806.0,230.0,33.70237708,58.8082058,7.489417128
Belgium-Luxembourg,1980,1061,2279.0,242.0,29.62032384,63.62367393,6.756002233
Belgium-Luxembourg,1981,1102,2111.0,167.0,32.6035503,62.4556213,4.940828402
Belgium-Luxembourg,1982,1057,2533.0,136.0,28.3682233,67.98174987,3.650026838
Belgium-Luxembourg,1983,1064,2593.0,211.0,27.50775595,67.03722854,5.455015512
Belgium-Luxembourg,1984,1142,2616.0,238.0,28.57857858,65.46546547,5.955955956
Belgium-Luxembourg,1985,1090,2467.0,366.0,27.78485853,62.88554678,9.329594698
Belgium-Luxembourg,1986,1055,2250.0,309.0,29.19203099,62.257886,8.550083011
Belgium-Luxembourg,1987,1048,2224.0,266.0,29.62125495,62.86037309,7.518371962
Belgium-Luxembourg,1988,1044,2019.0,381.0,30.31358885,58.62369338,11.06271777
Belgium-Luxembourg,1989,1066,1979.0,479.0,30.24971623,56.15777526,13.59250851
Belgium-Luxembourg,1990,1058,1920.0,433.0,31.01729698,56.28847845,12.69422457
Belgium-Luxembourg,1991,1048,1892.0,458.0,30.84167157,55.67981165,13.47851677
Belgium-Luxembourg,1992,1080,1799.0,355.0,33.39517625,55.62770563,10.97711812
Belgium-Luxembourg,1993,1079,1926.0,401.0,31.67938931,56.54726952,11.77334116
Belgium-Luxembourg,1994,1060,1949.0,416.0,30.94890511,56.90510949,12.1459854
Belgium-Luxembourg,1995,1061,2431.0,403.0,27.24005135,62.41335045,10.3465982
Belgium-Luxembourg,1996,1097,2698.0,314.0,26.69749331,65.66074471,7.641761986
Belgium-Luxembourg,1997,1133,2533.0,453.0,27.50667638,61.49550862,10.997815
Belgium-Luxembourg,1998,1139,2542.0,590.0,26.66822758,59.51767736,13.81409506
Belgium-Luxembourg,1999,1127,2702.0,575.0,25.59037239,61.35331517,13.05631244
Belize,1961,11,1.0,1.0,84.61538462,7.692307692,7.692307692
Belize,1962,11,1.0,1.0,84.61538462,7.692307692,7.692307692
Belize,1963,12,1.0,1.0,85.71428571,7.142857143,7.142857143
Belize,1964,12,1.0,1.0,85.71428571,7.142857143,7.142857143
