Entity,Year,"Cereals allocated to food (tonnes) (FAO, 2020)","Cereals allocated to animal feed (tonnes) (FAO, 2020)","Cereals allocated to other uses (tonnes) (FAO, 2020)","Share of cereals allocated to food (FAO, 2020)","Share of cereals allocated to animal feed (FAO, 2020)","Share of cereals allocated to other uses (FAO, 2020)"
Australia,1995,1682,6626.0,436.0,19.23604758,75.77767612,4.986276304
Australia,1996,1656,6346.0,465.0,19.55828511,74.94980513,5.491909767
Australia,1997,1655,6747.0,466.0,18.66260713,76.08254398,5.254848895
Australia,1998,1564,6665.0,482.0,17.95431064,76.51245552,5.533233842
Australia,1999,1593,6902.0,467.0,17.77505021,77.01405936,5.210890426
Australia,2000,1567,6870.0,593.0,17.35326689,76.07973422,6.566998893
Australia,2001,1620,7478.0,546.0,16.79800912,77.54043965,5.661551224
Australia,2002,1774,7129.0,583.0,18.70124394,75.15285684,6.14589922
Australia,2003,1835,9004.0,829.0,15.72677408,77.16832362,7.104902297
Australia,2004,1708,8705.0,672.0,15.40820929,78.52954443,6.062246279
Australia,2005,1694,10355.0,729.0,13.25716075,81.03772108,5.705118172
Australia,2006,1739,10362.0,624.0,13.66601179,81.4302554,4.903732809
Australia,2007,1821,9441.0,688.0,15.23849372,79.0041841,5.757322176
Australia,2008,1974,9928.0,712.0,15.64927858,78.70619946,5.64452196
Australia,2009,2066,7674.0,719.0,19.7533225,73.37221532,6.874462186
Australia,2010,2037,9849.0,692.0,16.19494355,78.30338687,5.501669582
Australia,2011,2077,8091.0,894.0,18.77598988,73.14228892,8.081721208
Australia,2012,1973,7773.0,998.0,18.3637379,72.34735666,9.288905436
Australia,2013,2048,7936.0,1046.0,18.56754306,71.94922937,9.483227561
Australia,2014,2277,7214.0,1058.0,21.58498436,68.38562897,10.02938667
Australia,2015,2252,6684.0,1044.0,22.56513026,66.9739479,10.46092184
Australia,2016,2360,7700.0,1118.0,21.11290034,68.88531043,10.00178923
Australia,2017,2451,9208.0,1057.0,19.27492922,72.4127084,8.312362378
Australia & New Zealand,1961,1318,1056.0,71.0,53.90593047,43.19018405,2.903885481
Australia & New Zealand,1962,1357,1451.0,71.0,47.13442167,50.39944425,2.466134074
Australia & New Zealand,1963,1429,1878.0,80.0,42.19072926,55.44729849,2.361972247
Australia & New Zealand,1964,1435,1739.0,77.0,44.14026453,53.49123347,2.368501999
Australia & New Zealand,1965,1407,1596.0,86.0,45.54872127,51.66720622,2.784072515
Australia & New Zealand,1966,1558,1907.0,84.0,43.89969005,53.73344604,2.366863905
Australia & New Zealand,1967,1554,1837.0,87.0,44.68085106,52.81771133,2.501437608
Australia & New Zealand,1968,1567,2356.0,104.0,38.91234169,58.50509064,2.582567668
Australia & New Zealand,1969,1538,2645.0,116.0,35.77576181,61.52593626,2.698301931
Australia & New Zealand,1970,1572,2910.0,134.0,34.05545927,63.04159445,2.902946274
Australia & New Zealand,1971,1562,2959.0,156.0,33.39747702,63.26705153,3.335471456
Australia & New Zealand,1972,1573,2285.0,149.0,39.25630147,57.02520589,3.718492638
Australia & New Zealand,1973,1513,2429.0,162.0,36.86647173,59.18615984,3.947368421
Australia & New Zealand,1974,1574,2444.0,192.0,37.3871734,58.05225653,4.560570071
Australia & New Zealand,1975,1548,2544.0,168.0,36.33802817,59.71830986,3.943661972
Australia & New Zealand,1976,1600,2324.0,141.0,39.3603936,57.17097171,3.468634686
Australia & New Zealand,1977,1611,2243.0,165.0,40.08459816,55.80990296,4.10549888
Australia & New Zealand,1978,1501,3028.0,184.0,31.84807978,64.24782516,3.904095056
Australia & New Zealand,1979,1569,3054.0,190.0,32.59921047,63.45314772,3.947641803
Australia & New Zealand,1980,1623,2436.0,200.0,38.10753698,57.19652501,4.695938014
Australia & New Zealand,1981,1671,2946.0,189.0,34.7690387,61.29837703,3.93258427
Australia & New Zealand,1982,1705,2912.0,216.0,35.27829505,60.2524312,4.469273743
Australia & New Zealand,1983,1684,3583.0,216.0,30.71311326,65.34743753,3.939449207
Australia & New Zealand,1984,1745,3577.0,209.0,31.54944856,64.67184958,3.778701862
Australia & New Zealand,1985,1726,3188.0,217.0,33.63866693,62.13213798,4.229195089
Australia & New Zealand,1986,1636,3233.0,222.0,32.13514044,63.50422314,4.360636417
Australia & New Zealand,1987,1708,3826.0,223.0,29.66822998,66.45822477,3.873545249
Australia & New Zealand,1988,1776,4811.0,171.0,26.27996449,71.18970109,2.530334418
Australia & New Zealand,1989,1753,4776.0,195.0,26.0707912,71.02914932,2.900059488
Australia & New Zealand,1990,1799,5413.0,233.0,24.16386837,72.70651444,3.129617193
Australia & New Zealand,1991,1847,4569.0,241.0,27.74523058,68.63452005,3.620249362
Australia & New Zealand,1992,1782,6290.0,273.0,21.35410425,75.37447573,3.271420012
Australia & New Zealand,1993,1837,5966.0,383.0,22.4407525,72.88052773,4.678719765
Australia & New Zealand,1994,1940,4451.0,423.0,28.47079542,65.32139712,6.207807455
Australia & New Zealand,1995,2033,7111.0,449.0,21.19253622,74.12696758,4.680496195
Australia & New Zealand,1996,2011,6993.0,475.0,21.21531807,73.77360481,5.011077118
Australia & New Zealand,1997,2030,7329.0,479.0,20.63427526,74.49684895,4.868875788
Australia & New Zealand,1998,1993,7171.0,502.0,20.61866336,74.18787503,5.193461618
Australia & New Zealand,1999,2014,7431.0,482.0,20.28810315,74.8564521,4.855444747
Australia & New Zealand,2000,1955,7430.0,641.0,19.49930182,74.10732097,6.393377219
Australia & New Zealand,2001,1975,8191.0,583.0,18.37380221,76.20243744,5.42376035
Australia & New Zealand,2002,2126,7853.0,625.0,20.0490381,74.05695964,5.894002263
Australia & New Zealand,2003,2206,9722.0,881.0,17.22226559,75.89975798,6.877976423
Australia & New Zealand,2004,2089,9365.0,703.0,17.18351567,77.03380768,5.782676647
Australia & New Zealand,2005,2072,11043.0,756.0,14.93763968,79.61214044,5.450219883
Australia & New Zealand,2006,2122,11081.0,653.0,15.31466513,79.97257506,4.712759815
Australia & New Zealand,2007,2207,10176.0,716.0,16.8486144,77.68531949,5.466066112
Australia & New Zealand,2008,2373,10852.0,743.0,16.98883162,77.69186712,5.31930126
Australia & New Zealand,2009,2481,8495.0,760.0,21.1400818,72.38411725,6.475800954
Australia & New Zealand,2010,2460,10692.0,733.0,17.71696075,77.00396111,5.279078142
Australia & New Zealand,2011,2484,8939.0,940.0,20.09221063,72.30445685,7.603332524
Australia & New Zealand,2012,2415,8666.0,1037.0,19.92903119,71.51345106,8.557517742
Australia & New Zealand,2013,2489,8825.0,1089.0,20.06772555,71.15214061,8.780133839
Austria,1961,951,1404.0,5.0,40.29661017,59.49152542,0.211864407
Austria,1962,934,1541.0,5.0,37.66129032,62.13709677,0.201612903
Austria,1963,936,1526.0,6.0,37.92544571,61.83144246,0.243111831
Austria,1964,926,1718.0,5.0,34.95658739,64.85466214,0.188750472
Austria,1965,928,1789.0,6.0,34.08005876,65.69959603,0.220345207
Austria,1966,929,1834.0,5.0,33.56213873,66.25722543,0.180635838
Austria,1967,904,1855.0,5.0,32.70622287,67.11287988,0.18089725
Austria,1968,894,1961.0,5.0,31.25874126,68.56643357,0.174825175
Austria,1969,872,2087.0,7.0,29.39986514,70.36412677,0.236008092
Austria,1970,889,2167.0,8.0,29.01436031,70.72454308,0.261096606
Austria,1971,863,2261.0,15.0,27.49283211,72.0293087,0.477859191
Austria,1972,835,2274.0,12.0,26.75424543,72.86126242,0.38449215
Austria,1973,816,2526.0,15.0,24.30741734,75.24575514,0.446827525
Austria,1974,787,2626.0,21.0,22.91788002,76.47058824,0.611531741
Austria,1975,766,2599.0,17.0,22.64931993,76.84801892,0.502661147
Austria,1976,750,2992.0,19.0,19.94150492,79.55331029,0.505184791
Austria,1977,735,2809.0,21.0,20.6171108,78.79382889,0.589060309
Austria,1978,701,3050.0,24.0,18.56953642,80.79470199,0.635761589
Austria,1979,698,2912.0,21.0,19.22335445,80.19829248,0.578353071
Austria,1980,678,3198.0,14.0,17.42930591,82.21079692,0.359897172
Austria,1981,684,3012.0,15.0,18.43168957,81.16410671,0.404203719
Austria,1982,662,3167.0,14.0,17.22612542,82.40957585,0.364298725
Austria,1983,665,3187.0,20.0,17.17458678,82.3088843,0.516528926
Austria,1984,670,3335.0,19.0,16.6500994,82.8777336,0.472166998
Austria,1985,672,3251.0,18.0,17.05150977,82.49175336,0.456736869
Austria,1986,669,3143.0,26.0,17.43095362,81.89161021,0.677436165
Austria,1987,678,2919.0,25.0,18.71893981,80.59083379,0.690226394
Austria,1988,664,3089.0,31.0,17.54756871,81.63319239,0.819238901
Austria,1989,683,2954.0,28.0,18.63574352,80.60027285,0.763983629
Austria,1990,702,3117.0,29.0,18.24324324,81.0031185,0.753638254
Austria,1991,723,2950.0,20.0,19.5775792,79.88085567,0.541565123
Austria,1992,711,2866.0,22.0,19.75548764,79.63323145,0.611280911
Austria,1993,704,2675.0,20.0,20.71197411,78.69961753,0.588408355
Austria,1994,722,2738.0,82.0,20.38396386,77.30095991,2.315076228
Austria,1995,775,2541.0,80.0,22.82096584,74.82332155,2.355712603
Austria,1996,823,2672.0,90.0,22.9567643,74.53277545,2.510460251
Austria,1997,787,3246.0,90.0,19.08804269,78.72908077,2.182876546
Austria,1998,910,3077.0,106.0,22.23308087,75.17713169,2.589787442
Austria,1999,904,2420.0,119.0,26.25617194,70.28753994,3.456288121
Austria,2000,941,2665.0,130.0,25.18736617,71.33297645,3.479657388
Austria,2001,945,2806.0,111.0,24.46918695,72.65665458,2.874158467
Austria,2002,934,2716.0,121.0,24.76796606,72.02333599,3.208697958
Austria,2003,946,2613.0,102.0,25.83993444,71.37394155,2.78612401
Austria,2004,915,3202.0,93.0,21.73396675,76.05700713,2.209026128
Austria,2005,979,3150.0,97.0,23.16611453,74.53857075,2.295314718
Austria,2006,969,3046.0,96.0,23.57090732,74.09389443,2.335198249
Austria,2007,989,2998.0,107.0,24.15730337,73.22911578,2.61358085
Austria,2008,961,3388.0,114.0,21.53260139,75.91306296,2.554335649
Austria,2009,943,3254.0,163.0,21.62844037,74.63302752,3.73853211
Austria,2010,923,3098.0,152.0,22.11838006,74.23915648,3.642463456
Austria,2011,942,3219.0,181.0,21.6950714,74.1363427,4.168585905
Austria,2012,954,2616.0,195.0,25.33864542,69.48207171,5.179282869
Austria,2013,951,2923.0,231.0,23.16686967,71.20584653,5.6272838
Austria,2014,1034,2890.0,225.0,24.92166787,69.65533864,5.422993492
Austria,2015,1004,2847.0,230.0,24.60181328,69.76231316,5.63587356
Austria,2016,1021,3046.0,247.0,23.66713027,70.60732499,5.725544738
Austria,2017,1021,2833.0,528.0,23.29986308,64.65084436,12.04929256
Azerbaijan,1992,1523,20.0,28.0,96.94462126,1.273074475,1.782304265
Azerbaijan,1993,1561,15.0,35.0,96.89633768,0.931098696,2.172563625
Azerbaijan,1994,1498,17.0,15.0,97.90849673,1.111111111,0.980392157
Azerbaijan,1995,1485,13.0,8.0,98.60557769,0.863213811,0.531208499
Azerbaijan,1996,1541,17.0,4.0,98.65556978,1.088348271,0.256081946
Azerbaijan,1997,1445,19.0,4.0,98.43324251,1.294277929,0.272479564
Azerbaijan,1998,1523,25.0,13.0,97.56566304,1.601537476,0.832799488
Azerbaijan,1999,1511,99.0,27.0,92.30299328,6.047648137,1.649358583
Azerbaijan,2000,1522,275.0,262.0,73.91937834,13.35599806,12.7246236
Azerbaijan,2001,1640,446.0,278.0,69.37394247,18.86632826,11.75972927
Azerbaijan,2002,1683,466.0,473.0,64.18764302,17.7726926,18.03966438
Azerbaijan,2003,1724,507.0,393.0,65.70121951,19.32164634,14.97713415
Azerbaijan,2004,1816,567.0,676.0,59.36580582,18.53546911,22.09872507
Azerbaijan,2005,1941,567.0,5.0,77.23836053,22.56267409,0.19896538
Azerbaijan,2006,2135,549.0,7.0,79.33853586,20.40133779,0.260126347
Azerbaijan,2007,2164,882.0,9.0,70.83469722,28.87070376,0.294599018
Azerbaijan,2008,2232,1005.0,13.0,68.67692308,30.92307692,0.4
Azerbaijan,2009,2155,1189.0,9.0,64.27080227,35.46078139,0.268416344
Azerbaijan,2010,2081,1017.0,12.0,66.91318328,32.70096463,0.38585209
Azerbaijan,2011,2156,1046.0,285.0,61.829653,29.99713221,8.173214798
Azerbaijan,2012,2195,1253.0,234.0,59.61434003,34.03041825,6.355241716
Azerbaijan,2013,2249,1443.0,318.0,56.08478803,35.98503741,7.930174564
Azerbaijan,2014,1986,1355.0,74.0,58.15519766,39.67789165,2.166910688
Azerbaijan,2015,1984,1540.0,69.0,55.21848038,42.86111884,1.920400779
Azerbaijan,2016,2043,1536.0,68.0,56.01864546,42.11680834,1.864546202
Azerbaijan,2017,2042,1518.0,71.0,56.23795098,41.80666483,1.955384192
Bahamas,1961,13,0.0,1.0,92.85714286,0.0,7.142857143
Bahamas,1962,13,0.0,1.0,92.85714286,0.0,7.142857143
Bahamas,1963,14,0.0,1.0,93.33333333,0.0,6.666666667
Bahamas,1964,14,1.0,1.0,87.5,6.25,6.25
Bahamas,1965,14,0.0,1.0,93.33333333,0.0,6.666666667
Bahamas,1966,15,1.0,2.0,83.33333333,5.555555556,11.11111111
Bahamas,1967,15,1.0,3.0,78.94736842,5.263157895,15.78947368
Bahamas,1968,15,2.0,3.0,75.0,10.0,15.0
Bahamas,1969,15,2.0,3.0,75.0,10.0,15.0
Bahamas,1970,15,2.0,3.0,75.0,10.0,15.0
Bahamas,1971,15,2.0,3.0,75.0,10.0,15.0
Bahamas,1972,15,3.0,3.0,71.42857143,14.28571429,14.28571429
Bahamas,1973,15,4.0,3.0,68.18181818,18.18181818,13.63636364
Bahamas,1974,15,3.0,3.0,71.42857143,14.28571429,14.28571429
Bahamas,1975,15,3.0,3.0,71.42857143,14.28571429,14.28571429
Bahamas,1976,16,1.0,3.0,80.0,5.0,15.0
Bahamas,1977,15,1.0,2.0,83.33333333,5.555555556,11.11111111
Bahamas,1978,15,0.0,2.0,88.23529412,0.0,11.76470588
Bahamas,1979,16,0.0,3.0,84.21052632,0.0,15.78947368
Bahamas,1980,18,1.0,4.0,78.26086957,4.347826087,17.39130435
Bahamas,1981,18,1.0,4.0,78.26086957,4.347826087,17.39130435
Bahamas,1982,20,2.0,4.0,76.92307692,7.692307692,15.38461538
Bahamas,1983,21,1.0,4.0,80.76923077,3.846153846,15.38461538
Bahamas,1984,20,2.0,4.0,76.92307692,7.692307692,15.38461538
Bahamas,1985,22,4.0,5.0,70.96774194,12.90322581,16.12903226
Bahamas,1986,22,2.0,5.0,75.86206897,6.896551724,17.24137931
Bahamas,1987,21,2.0,5.0,75.0,7.142857143,17.85714286
Bahamas,1988,22,2.0,5.0,75.86206897,6.896551724,17.24137931
Bahamas,1989,22,2.0,5.0,75.86206897,6.896551724,17.24137931
Bahamas,1990,24,1.0,6.0,77.41935484,3.225806452,19.35483871
Bahamas,1991,21,1.0,5.0,77.77777778,3.703703704,18.51851852
Bahamas,1992,21,1.0,5.0,77.77777778,3.703703704,18.51851852
Bahamas,1993,20,0.0,4.0,83.33333333,0.0,16.66666667
Bahamas,1994,22,1.0,5.0,78.57142857,3.571428571,17.85714286
Bahamas,1995,23,1.0,7.0,74.19354839,3.225806452,22.58064516
Bahamas,1996,24,1.0,8.0,72.72727273,3.03030303,24.24242424
Bahamas,1997,26,1.0,6.0,78.78787879,3.03030303,18.18181818
Bahamas,1998,25,1.0,8.0,73.52941176,2.941176471,23.52941176
Bahamas,1999,25,1.0,8.0,73.52941176,2.941176471,23.52941176
Bahamas,2000,26,1.0,12.0,66.66666667,2.564102564,30.76923077
Bahamas,2001,27,1.0,12.0,67.5,2.5,30.0
Bahamas,2002,27,1.0,8.0,75.0,2.777777778,22.22222222
Bahamas,2003,27,1.0,5.0,81.81818182,3.03030303,15.15151515
Bahamas,2004,24,2.0,4.0,80.0,6.666666667,13.33333333
Bahamas,2005,23,0.0,6.0,79.31034483,0.0,20.68965517
Bahamas,2006,25,0.0,6.0,80.64516129,0.0,19.35483871
Bahamas,2007,25,0.0,6.0,80.64516129,0.0,19.35483871
Bahamas,2008,25,1.0,6.0,78.125,3.125,18.75
Bahamas,2009,25,1.0,12.0,65.78947368,2.631578947,31.57894737
Bahamas,2010,25,1.0,8.0,73.52941176,2.941176471,23.52941176
Bahamas,2011,24,1.0,6.0,77.41935484,3.225806452,19.35483871
Bahamas,2012,25,0.0,14.0,64.1025641,0.0,35.8974359
Bahamas,2013,28,0.0,15.0,65.11627907,0.0,34.88372093
Bahamas,2014,16,0.0,7.0,69.56521739,0.0,30.43478261
Bahamas,2015,15,0.0,7.0,68.18181818,0.0,31.81818182
Bahamas,2016,17,1.0,6.0,70.83333333,4.166666667,25.0
Bahamas,2017,16,1.0,6.0,69.56521739,4.347826087,26.08695652
Bangladesh,1961,9255,196.0,0.0,97.92614538,2.073854619,0.0
Bangladesh,1962,9379,181.0,0.0,98.10669456,1.893305439,0.0
Bangladesh,1963,9909,217.0,0.0,97.85700178,2.142998222,0.0
Bangladesh,1964,10058,213.0,0.0,97.92619998,2.073800019,0.0
Bangladesh,1965,10068,213.0,0.0,97.9282171,2.0717829,0.0
Bangladesh,1966,10191,194.0,0.0,98.13192104,1.86807896,0.0
Bangladesh,1967,9626,227.0,0.0,97.69613316,2.303866843,0.0
Bangladesh,1968,10597,230.0,0.0,97.87568117,2.124318833,0.0
Bangladesh,1969,11237,244.0,0.0,97.87474959,2.125250414,0.0
Bangladesh,1970,12080,227.0,0.0,98.15552125,1.844478752,0.0
Bangladesh,1971,11283,204.0,0.0,98.22407939,1.775920606,0.0
Bangladesh,1972,10624,206.0,0.0,98.09787627,1.90212373,0.0
Bangladesh,1973,11633,242.0,0.0,97.96210526,2.037894737,0.0
Bangladesh,1974,12308,229.0,0.0,98.17340672,1.826593284,0.0
Bangladesh,1975,11724,259.0,0.0,97.83860469,2.16139531,0.0
Bangladesh,1976,12792,242.0,0.0,98.14331748,1.856682523,0.0
Bangladesh,1977,11871,263.0,0.0,97.83253667,2.167463326,0.0
Bangladesh,1978,13358,265.0,0.0,98.05476033,1.945239668,0.0
Bangladesh,1979,14164,258.0,0.0,98.21106643,1.788933574,0.0
Bangladesh,1980,14317,281.0,0.0,98.07507878,1.924921222,0.0
Bangladesh,1981,14422,276.0,0.0,98.1221935,1.877806504,0.0
Bangladesh,1982,15079,287.0,0.0,98.13224001,1.86775999,0.0
Bangladesh,1983,15700,292.0,0.0,98.17408704,1.825912956,0.0
Bangladesh,1984,15999,294.0,0.0,98.1955441,1.804455901,0.0
Bangladesh,1985,16785,304.0,0.0,98.22107789,1.778922114,0.0
Bangladesh,1986,17035,312.0,7.0,98.16180708,1.797856402,0.040336522
Bangladesh,1987,18131,311.0,9.0,98.26567666,1.685545499,0.048777844
Bangladesh,1988,18295,314.0,7.0,98.27567684,1.6867211,0.037602063
Bangladesh,1989,18629,360.0,10.0,98.05252908,1.89483657,0.052634349
Bangladesh,1990,19442,360.0,6.0,98.15226171,1.817447496,0.030290792
Bangladesh,1991,19931,366.0,3.0,98.18226601,1.802955665,0.014778325
Bangladesh,1992,20114,367.0,2.0,98.19850608,1.791729727,0.009764195
Bangladesh,1993,19496,361.0,4.0,98.16222748,1.817632546,0.020139973
Bangladesh,1994,19863,337.0,4.0,98.3122154,1.667986537,0.01979806
Bangladesh,1995,20735,363.0,4.0,98.26082836,1.720216093,0.018955549
Bangladesh,1996,21237,388.0,10.0,98.16038826,1.79339034,0.046221401
Bangladesh,1997,21652,378.0,8.0,98.2484799,1.715219167,0.036300935
Bangladesh,1998,22393,400.0,4.0,98.227837,1.754616836,0.017546168
Bangladesh,1999,25088,570.0,8.0,97.74799345,2.220836905,0.031169641
Bangladesh,2000,24939,1004.0,448.0,94.49812436,3.804327233,1.697548407
Bangladesh,2001,25911,987.0,442.0,94.77322604,3.610095099,1.616678859
Bangladesh,2002,26806,1053.0,437.0,94.73423805,3.721374046,1.544387899
Bangladesh,2003,27510,1168.0,438.0,94.48413244,4.011540047,1.504327518
Bangladesh,2004,27739,1156.0,438.0,94.56584734,3.940953874,1.493198786
Bangladesh,2005,27214,1217.0,443.0,94.25088315,4.214864584,1.534252268
Bangladesh,2006,27479,1486.0,445.0,93.43420605,5.052703162,1.513090785
Bangladesh,2007,28181,1865.0,440.0,92.4391524,6.11756216,1.443285442
Bangladesh,2008,28235,2237.0,437.0,91.34879808,7.237374228,1.413827688
Bangladesh,2009,28498,2064.0,443.0,91.91420739,6.656990808,1.428801806
Bangladesh,2010,28769,2403.0,445.0,90.99218775,7.600341588,1.407470665
Bangladesh,2011,29109,2414.0,517.0,90.85205993,7.534332085,1.61360799
Bangladesh,2012,29428,2311.0,514.0,91.24112486,7.16522494,1.593650203
Bangladesh,2013,29765,2731.0,517.0,90.16145155,8.272498713,1.566049738
Bangladesh,2014,44135,3947.0,5528.0,82.32605857,7.362432382,10.31150905
Bangladesh,2015,44546,4345.0,6264.0,80.76511649,7.87779893,11.35708458
Bangladesh,2016,45243,5014.0,4003.0,83.38186509,9.24069296,7.377441946
Bangladesh,2017,45875,5658.0,4100.0,82.46005069,10.17022271,7.369726601
Barbados,1961,24,4.0,2.0,80.0,13.33333333,6.666666667
Barbados,1962,24,4.0,2.0,80.0,13.33333333,6.666666667
Barbados,1963,25,6.0,2.0,75.75757576,18.18181818,6.060606061
Barbados,1964,24,5.0,2.0,77.41935484,16.12903226,6.451612903
Barbados,1965,24,3.0,2.0,82.75862069,10.34482759,6.896551724
Barbados,1966,24,3.0,2.0,82.75862069,10.34482759,6.896551724
Barbados,1967,30,3.0,2.0,85.71428571,8.571428571,5.714285714
Barbados,1968,25,3.0,2.0,83.33333333,10.0,6.666666667
Barbados,1969,24,4.0,2.0,80.0,13.33333333,6.666666667
Barbados,1970,25,5.0,2.0,78.125,15.625,6.25
Barbados,1971,25,6.0,2.0,75.75757576,18.18181818,6.060606061
Barbados,1972,24,6.0,2.0,75.0,18.75,6.25
Barbados,1973,26,11.0,2.0,66.66666667,28.20512821,5.128205128
Barbados,1974,25,11.0,2.0,65.78947368,28.94736842,5.263157895
Barbados,1975,26,12.0,2.0,65.0,30.0,5.0
Barbados,1976,26,15.0,2.0,60.46511628,34.88372093,4.651162791
Barbados,1977,25,21.0,2.0,52.08333333,43.75,4.166666667
Barbados,1978,26,23.0,2.0,50.98039216,45.09803922,3.921568627
Barbados,1979,24,26.0,2.0,46.15384615,50.0,3.846153846
Barbados,1980,26,27.0,2.0,47.27272727,49.09090909,3.636363636
Barbados,1981,25,27.0,2.0,46.2962963,50.0,3.703703704
Barbados,1982,22,28.0,2.0,42.30769231,53.84615385,3.846153846
Barbados,1983,24,36.0,2.0,38.70967742,58.06451613,3.225806452
Barbados,1984,25,41.0,2.0,36.76470588,60.29411765,2.941176471
Barbados,1985,26,33.0,2.0,42.62295082,54.09836066,3.278688525
Barbados,1986,28,39.0,2.0,40.57971014,56.52173913,2.898550725
Barbados,1987,28,36.0,2.0,42.42424242,54.54545455,3.03030303
Barbados,1988,27,37.0,2.0,40.90909091,56.06060606,3.03030303
Barbados,1989,26,35.0,2.0,41.26984127,55.55555556,3.174603175
Barbados,1990,28,34.0,2.0,43.75,53.125,3.125
Barbados,1991,29,44.0,2.0,38.66666667,58.66666667,2.666666667
Barbados,1992,29,44.0,2.0,38.66666667,58.66666667,2.666666667
Barbados,1993,27,27.0,2.0,48.21428571,48.21428571,3.571428571
Barbados,1994,27,48.0,2.0,35.06493506,62.33766234,2.597402597
Barbados,1995,25,31.0,3.0,42.37288136,52.54237288,5.084745763
Barbados,1996,25,34.0,3.0,40.32258065,54.83870968,4.838709677
Barbados,1997,24,41.0,4.0,34.7826087,59.42028986,5.797101449
Barbados,1998,25,34.0,3.0,40.32258065,54.83870968,4.838709677
Barbados,1999,26,41.0,5.0,36.11111111,56.94444444,6.944444444
Barbados,2000,26,27.0,6.0,44.06779661,45.76271186,10.16949153
Barbados,2001,27,26.0,6.0,45.76271186,44.06779661,10.16949153
Barbados,2002,27,22.0,7.0,48.21428571,39.28571429,12.5
Barbados,2003,27,24.0,8.0,45.76271186,40.6779661,13.55932203
Barbados,2004,27,31.0,8.0,40.90909091,46.96969697,12.12121212
Barbados,2005,26,30.0,7.0,41.26984127,47.61904762,11.11111111
Barbados,2006,26,32.0,7.0,40.0,49.23076923,10.76923077
Barbados,2007,27,34.0,7.0,39.70588235,50.0,10.29411765
Barbados,2008,25,45.0,7.0,32.46753247,58.44155844,9.090909091
Barbados,2009,25,35.0,6.0,37.87878788,53.03030303,9.090909091
Barbados,2010,26,34.0,5.0,40.0,52.30769231,7.692307692
Barbados,2011,27,32.0,5.0,42.1875,50.0,7.8125
Barbados,2012,27,25.0,6.0,46.55172414,43.10344828,10.34482759
Barbados,2013,28,28.0,6.0,45.16129032,45.16129032,9.677419355
Barbados,2014,28,28.0,0.0,50.0,50.0,0.0
Barbados,2015,27,25.0,0.0,51.92307692,48.07692308,0.0
Barbados,2016,30,28.0,0.0,51.72413793,48.27586207,0.0
Barbados,2017,28,25.0,0.0,52.83018868,47.16981132,0.0
Belarus,1992,1641,5480.0,149.0,22.57221458,75.37826685,2.049518569
Belarus,1993,1611,5261.0,183.0,22.83486889,74.57122608,2.593905032
Belarus,1994,1596,4968.0,135.0,23.82445141,74.16032244,2.015226153
Belarus,1995,1577,4508.0,70.0,25.62144598,73.24126726,1.137286759
Belarus,1996,1587,4172.0,48.0,27.32908559,71.84432581,0.8265886
Belarus,1997,1587,3732.0,80.0,29.39433228,69.12391184,1.481755881
Belarus,1998,1516,3308.0,65.0,31.00838617,67.66209859,1.329515238
Belarus,1999,1479,2437.0,32.0,37.46200608,61.72745694,0.810536981
Belarus,2000,1416,3263.0,33.0,30.05093379,69.24872666,0.700339559
Belarus,2001,1344,3792.0,63.0,25.85112522,72.93710329,1.211771495
Belarus,2002,1251,4033.0,90.0,23.27874953,75.04652028,1.674730182
Belarus,2003,1220,3333.0,129.0,26.0572405,71.1875267,2.755232806
Belarus,2004,1264,4846.0,178.0,20.10178117,77.06743003,2.830788804
Belarus,2005,1192,4528.0,180.0,20.20338983,76.74576271,3.050847458
Belarus,2006,1161,3925.0,156.0,22.1480351,74.87600153,2.975963373
Belarus,2007,1143,5153.0,194.0,17.61171032,79.3990755,2.989214176
Belarus,2008,1100,6690.0,237.0,13.70374984,83.34371496,2.952535194
Belarus,2009,1063,6133.0,115.0,14.53973465,83.88729312,1.572972234
Belarus,2010,1058,4454.0,46.0,19.03562433,80.13673983,0.82763584
Belarus,2011,1145,5525.0,46.0,17.04883859,82.2662299,0.684931507
Belarus,2012,1153,5988.0,36.0,16.0652083,83.43318935,0.501602341
Belarus,2013,1040,5355.0,38.0,16.16664076,83.24265506,0.590704182
Belarus,2014,1160,6367.0,45.0,15.31959852,84.08610671,0.59429477
Belarus,2015,1110,6041.0,46.0,15.42309296,83.93775184,0.639155204
Belarus,2016,1164,4830.0,34.0,19.30988719,80.1260783,0.564034506
Belarus,2017,1154,5350.0,40.0,17.63447433,81.75427873,0.611246944
Belgium,2000,1097,2431.0,626.0,26.40828117,58.5219066,15.06981223
Belgium,2001,1142,2973.0,669.0,23.87123746,62.14464883,13.98411371
Belgium,2002,1157,3256.0,656.0,22.8250148,64.23357664,12.94140856
Belgium,2003,1160,3138.0,617.0,23.60122075,63.84537131,12.55340793
Belgium,2004,1207,3347.0,660.0,23.14921366,64.1925585,12.65822785
Belgium,2005,1207,3079.0,689.0,24.26130653,61.88944724,13.84924623
Belgium,2006,1219,2950.0,688.0,25.09779699,60.7370805,14.1651225
Belgium,2007,1222,3375.0,675.0,23.17905918,64.01745068,12.80349014
Belgium,2008,1260,4033.0,678.0,21.10199297,67.5431251,11.35488193
Belgium,2009,1317,3999.0,872.0,21.28312864,64.6250808,14.09179056
