Entity,Year,Solid fuel consumption (CDIAC (2016)),Liquid fuel consumption (CDIAC (2016)),Gas fuel consumption (CDIAC (2016)),Cement production (CDIAC (2016)),Gas flaring (CDIAC (2016))
Azerbaijan,1992,18.0,8522.0,6168.0,109,520.0
Azerbaijan,1993,3.0,8411.0,4717.0,82,0.0
Azerbaijan,1994,1.0,6832.0,4550.0,64,0.0
Azerbaijan,1995,4.0,5427.0,3632.0,27,0.0
Azerbaijan,1996,4.0,5286.0,3203.0,30,0.0
Azerbaijan,1997,4.0,5063.0,3019.0,43,0.0
Azerbaijan,1998,1.0,5718.0,2893.0,27,0.0
Azerbaijan,1999,0.0,4579.0,3190.0,24,0.0
Azerbaijan,2000,0.0,4903.0,3117.0,27,0.0
Azerbaijan,2001,0.0,3078.0,4524.0,71,173.0
Azerbaijan,2002,0.0,3080.0,4536.0,115,344.0
Azerbaijan,2003,0.0,3465.0,4654.0,138,91.0
Azerbaijan,2004,0.0,3475.0,5083.0,194,0.0
Azerbaijan,2005,0.0,3995.0,5058.0,209,102.0
Azerbaijan,2006,0.0,3542.0,5586.0,221,1333.0
Azerbaijan,2007,6.0,3127.0,4798.0,230,160.0
Azerbaijan,2008,4.0,2895.0,5660.0,217,906.0
Azerbaijan,2009,4.0,2522.0,5128.0,175,871.0
Azerbaijan,2010,6.0,2373.0,4904.0,174,909.0
Azerbaijan,2011,5.0,2855.0,5192.0,194,874.0
Azerbaijan,2012,4.0,3220.0,5413.0,267,792.0
Azerbaijan,2013,3.0,3293.0,5436.0,312,675.0
Bahamas,1950,0.0,15.0,0.0,0,0.0
Bahamas,1951,0.0,18.0,0.0,0,0.0
Bahamas,1952,0.0,21.0,0.0,0,0.0
Bahamas,1953,0.0,22.0,0.0,0,0.0
Bahamas,1954,0.0,23.0,0.0,0,0.0
Bahamas,1955,0.0,35.0,0.0,0,0.0
Bahamas,1956,0.0,38.0,0.0,0,0.0
Bahamas,1957,0.0,48.0,0.0,0,0.0
Bahamas,1958,0.0,49.0,0.0,0,0.0
Bahamas,1959,0.0,71.0,0.0,0,0.0
Bahamas,1960,0.0,112.0,0.0,0,0.0
Bahamas,1961,0.0,149.0,0.0,0,0.0
Bahamas,1962,0.0,198.0,0.0,0,0.0
Bahamas,1963,0.0,193.0,0.0,0,0.0
Bahamas,1964,0.0,296.0,0.0,0,0.0
Bahamas,1965,0.0,359.0,0.0,0,0.0
Bahamas,1966,0.0,298.0,0.0,0,0.0
Bahamas,1967,0.0,372.0,0.0,93,0.0
Bahamas,1968,0.0,352.0,0.0,93,0.0
Bahamas,1969,0.0,365.0,0.0,111,0.0
Bahamas,1970,0.0,589.0,0.0,113,0.0
Bahamas,1971,1.0,1722.0,0.0,113,0.0
Bahamas,1972,0.0,1636.0,0.0,134,0.0
