Entity,Year,Armed forces personnel (IISS via World Bank (2017)),Total population (World Bank (2017)),Armed forces personnel (% of total population) (World Bank (2017))
Azerbaijan,2011,81950.0,9173082.0,0.89337474
Azerbaijan,2012,81950.0,9295784.0,0.88158244
Azerbaijan,2013,81950.0,9416801.0,0.87025309
Azerbaijan,2014,81950.0,9535079.0,0.85945803
Azerbaijan,2015,81950.0,9649341.0,0.84928077
Azerbaijan,2016,,9762274.0,
Bahamas,1960,,109528.0,
Bahamas,1961,,115108.0,
Bahamas,1962,,121083.0,
Bahamas,1963,,127333.0,
Bahamas,1964,,133698.0,
Bahamas,1965,,140054.0,
Bahamas,1966,,146366.0,
Bahamas,1967,,152609.0,
Bahamas,1968,,158627.0,
Bahamas,1969,,164248.0,
Bahamas,1970,,169354.0,
Bahamas,1971,,173863.0,
Bahamas,1972,,177839.0,
Bahamas,1973,,181488.0,
Bahamas,1974,,185099.0,
Bahamas,1975,,188882.0,
Bahamas,1976,,192902.0,
Bahamas,1977,,197111.0,
Bahamas,1978,,201513.0,
Bahamas,1979,,206032.0,
Bahamas,1980,,210661.0,
Bahamas,1981,,215396.0,
Bahamas,1982,,220275.0,
Bahamas,1983,,225187.0,
Bahamas,1984,,230015.0,
Bahamas,1985,500.0,234687.0,0.21304972
Bahamas,1986,,239131.0,
Bahamas,1987,,243393.0,
Bahamas,1988,,247579.0,
Bahamas,1989,,251849.0,
Bahamas,1990,,256336.0,
Bahamas,1991,,261116.0,
Bahamas,1992,,266134.0,
Bahamas,1993,,271165.0,
Bahamas,1994,,275895.0,
Bahamas,1995,2100.0,280150.0,0.74959844
Bahamas,1996,3200.0,283790.0,1.1275944
Bahamas,1997,3160.0,286970.0,1.1011604
Bahamas,1998,3160.0,290060.0,1.0894297
Bahamas,1999,3200.0,293572.0,1.0900222
Bahamas,2000,3200.0,297890.0,1.0742221
Bahamas,2001,3200.0,303135.0,1.0556353
Bahamas,2002,900.0,309157.0,0.29111421
Bahamas,2003,900.0,315746.0,0.28503925
Bahamas,2004,860.0,322526.0,0.26664516
Bahamas,2005,860.0,329249.0,0.26120049
Bahamas,2006,860.0,335830.0,0.25608194
Bahamas,2007,860.0,342328.0,0.25122106
Bahamas,2008,1000.0,348676.0,0.28679919
Bahamas,2009,860.0,354856.0,0.24235183
Bahamas,2010,860.0,360832.0,0.23833807
Bahamas,2011,850.0,366568.0,0.23188058
Bahamas,2012,850.0,372039.0,0.22847067
Bahamas,2013,1300.0,377240.0,0.34460822
Bahamas,2014,1300.0,382169.0,0.34016365
Bahamas,2015,1300.0,386838.0,0.33605799
Bahamas,2016,,391232.0,
Bahrain,1960,,162427.0,
Bahrain,1961,,167894.0,
Bahrain,1962,,173144.0,
Bahrain,1963,,178140.0,
Bahrain,1964,,182887.0,
Bahrain,1965,,187431.0,
Bahrain,1966,,191780.0,
Bahrain,1967,,196063.0,
Bahrain,1968,,200653.0,
Bahrain,1969,,206043.0,
Bahrain,1970,,212605.0,
Bahrain,1971,,220312.0,
Bahrain,1972,,229155.0,
Bahrain,1973,,239527.0,
Bahrain,1974,,251911.0,
Bahrain,1975,,266543.0,
Bahrain,1976,,283752.0,
Bahrain,1977,,303175.0,
Bahrain,1978,,323473.0,
Bahrain,1979,,342798.0,
Bahrain,1980,,359888.0,
Bahrain,1981,,374120.0,
Bahrain,1982,,385950.0,
Bahrain,1983,,396454.0,
Bahrain,1984,,407227.0,
Bahrain,1985,2800.0,419430.0,0.66757268
Bahrain,1986,,433482.0,
Bahrain,1987,,448973.0,
Bahrain,1988,,465202.0,
Bahrain,1989,5000.0,481090.0,1.0393065
Bahrain,1990,8000.0,495931.0,1.6131276
Bahrain,1991,8000.0,509765.0,1.5693506
Bahrain,1992,7000.0,523087.0,1.3382095
Bahrain,1993,7000.0,536213.0,1.3054514
Bahrain,1994,8000.0,549588.0,1.4556359
Bahrain,1995,20000.0,563699.0,3.5479927
Bahrain,1996,20300.0,578668.0,3.5080564
Bahrain,1997,20850.0,594930.0,3.5046139
Bahrain,1998,20850.0,613702.0,3.3974144
Bahrain,1999,21150.0,636545.0,3.3226244
Bahrain,2000,21200.0,664614.0,3.1898215
Bahrain,2001,21200.0,697549.0,3.0392129
Bahrain,2002,20900.0,735148.0,2.8429649
Bahrain,2003,21400.0,778711.0,2.7481313
Bahrain,2004,21000.0,829848.0,2.5305839
Bahrain,2005,21000.0,889168.0,2.3617585
Bahrain,2006,19000.0,958414.0,1.9824418
Bahrain,2007,19000.0,1035891.0,1.8341699
Bahrain,2008,19000.0,1114590.0,1.7046627
Bahrain,2009,19460.0,1185029.0,1.6421539
Bahrain,2010,19460.0,1240862.0,1.5682646
Bahrain,2011,19460.0,1278269.0,1.5223713
Bahrain,2012,19460.0,1300217.0,1.4966732
Bahrain,2013,19460.0,1315411.0,1.4793855
Bahrain,2014,19460.0,1336397.0,1.4561541
Bahrain,2015,19460.0,1371855.0,1.4185172
Bahrain,2016,,1425171.0,
Bangladesh,1960,,48199747.0,
Bangladesh,1961,,49592802.0,
Bangladesh,1962,,51030137.0,
Bangladesh,1963,,52532417.0,
Bangladesh,1964,,54129100.0,
Bangladesh,1965,,55834038.0,
Bangladesh,1966,,57672990.0,
Bangladesh,1967,,59620669.0,
Bangladesh,1968,,61579473.0,
Bangladesh,1969,,63417394.0,
Bangladesh,1970,,65047770.0,
Bangladesh,1971,,66424744.0,
Bangladesh,1972,,67597470.0,
Bangladesh,1973,,68691185.0,
Bangladesh,1974,,69884420.0,
Bangladesh,1975,,71305923.0,
Bangladesh,1976,,72999136.0,
Bangladesh,1977,,74925896.0,
Bangladesh,1978,,77033846.0,
Bangladesh,1979,,79236776.0,
Bangladesh,1980,,81470860.0,
Bangladesh,1981,,83721268.0,
Bangladesh,1982,,86007331.0,
Bangladesh,1983,,88338242.0,
Bangladesh,1984,,90732362.0,
Bangladesh,1985,91300.0,93199865.0,0.097961515
Bangladesh,1986,,95742431.0,
Bangladesh,1987,,98343809.0,
Bangladesh,1988,,100975321.0,
Bangladesh,1989,103000.0,103599232.0,0.099421583
Bangladesh,1990,103000.0,106188642.0,0.096997194
Bangladesh,1991,107000.0,108727432.0,0.098411225
Bangladesh,1992,107000.0,111221938.0,0.096204042
Bangladesh,1993,107000.0,113695139.0,0.094111323
Bangladesh,1994,113000.0,116182267.0,0.097260967
Bangladesh,1995,170500.0,118706871.0,0.14363112
Bangladesh,1996,167200.0,121269645.0,0.13787457
Bangladesh,1997,170700.0,123854640.0,0.13782285
Bangladesh,1998,170700.0,126447965.0,0.13499624
Bangladesh,1999,192200.0,129029691.0,0.14895797
Bangladesh,2000,137000.0,131581243.0,0.10411818
Bangladesh,2001,200200.0,134107160.0,0.1492836
Bangladesh,2002,200200.0,136600667.0,0.14655858
Bangladesh,2003,188700.0,139019001.0,0.13573684
Bangladesh,2004,251000.0,141307489.0,0.17762682
Bangladesh,2005,252000.0,143431101.0,0.17569411
Bangladesh,2006,214000.0,145368004.0,0.14721259
Bangladesh,2007,221000.0,147139191.0,0.15019792
Bangladesh,2008,221000.0,148805814.0,0.1485157
Bangladesh,2009,220953.0,150454708.0,0.14685681
Bangladesh,2010,220953.0,152149102.0,0.14522137
Bangladesh,2011,220950.0,153911916.0,0.14355613
Bangladesh,2012,220950.0,155727053.0,0.14188287
Bangladesh,2013,220950.0,157571292.0,0.14022224
Bangladesh,2014,220950.0,159405279.0,0.13860896
Bangladesh,2015,220950.0,161200886.0,0.13706501
Bangladesh,2016,,162951560.0,
Barbados,1960,,230939.0,
Barbados,1961,,231678.0,
Barbados,1962,,232586.0,
Barbados,1963,,233587.0,
Barbados,1964,,234547.0,
Barbados,1965,,235374.0,
Barbados,1966,,236044.0,
Barbados,1967,,236621.0,
Barbados,1968,,237199.0,
Barbados,1969,,237913.0,
Barbados,1970,,238848.0,
Barbados,1971,,240035.0,
Barbados,1972,,241441.0,
Barbados,1973,,242976.0,
Barbados,1974,,244539.0,
Barbados,1975,,246034.0,
Barbados,1976,,247444.0,
Barbados,1977,,248784.0,
Barbados,1978,,250032.0,
Barbados,1979,,251177.0,
Barbados,1980,,252194.0,
Barbados,1981,,253080.0,
Barbados,1982,,253841.0,
Barbados,1983,,254518.0,
Barbados,1984,,255193.0,
Barbados,1985,1000.0,255924.0,0.39074099
Barbados,1986,,256736.0,
Barbados,1987,,257611.0,
Barbados,1988,,258527.0,
Barbados,1989,,259458.0,
Barbados,1990,,260374.0,
