Entity,Year,Imported deforestation (hectares),Exported deforestation (hectares),Net deforestation in trade (hectares),embodied_deforestation,deforestation_domestic_consumption,share_deforestation_exported,share_deforestation_domestic_consumption,imported_deforestation_per_capita,exported_deforestation_per_capita,domestic_consumption_deforestation_per_capita,net_traded_deforestation_per_capita,domestic_and_imported_deforestation
Algeria,2012,20090.36237785509,16.92532356337415,-20073.437054291717,8145.9815184942945,8129.05619493092,0.2077751284476598,99.79222487155234,0.0005374053706894,4.527424449864688e-07,0.00021744746937,-0.0005369526282444,28219.41857278601
Algeria,2013,17952.924035519572,2.5912378173970865,-17950.332797702176,8009.867480517497,8007.2762427001,0.0323505703895824,99.96764942961042,0.0004707111703072,6.794016301513074e-08,0.0002099443167986,-0.0004706432301442,25960.200278219672
Angola,2005,3868.14692732392,4.600366774393478,-3863.5465605495265,66976.40398589529,66971.8036191209,0.0068686380585053,99.9931313619415,0.0001990401835609,2.3671744233783465e-07,0.0034461152423135,-0.0001988034661186,70839.95054644482
Angola,2006,5718.385469785557,4.669240205636015,-5713.716229579921,55773.969901481534,55769.3006612759,0.0083717193054102,99.99162828069458,0.0002837908421729,2.317240796841695e-07,0.0027677072288474,-0.0002835591180932,61487.686131061455
Angola,2007,6797.398314346938,62.334209964144975,-6735.064104382793,75316.63421241514,75254.300002451,0.0827628725260665,99.91723712747394,0.0003251565804518,2.981784738777564e-06,0.0035998230089668,-0.0003221747957131,82051.69831679793
Angola,2008,9297.8917731212,41.8758530128398,-9256.01592010836,87444.14558581285,87402.2697328,0.0478886868095076,99.9521113131905,0.0004285532712537,1.9301185938808905e-06,0.0040284969456489,-0.0004266231526598,96700.1615059212
Angola,2009,5601.757255705292,30.205080264102435,-5571.552175441189,114585.5305647541,114555.32548449,0.0263602918407163,99.97363970815928,0.0002488121726794,1.3416132301724457e-06,0.0050881818195118,-0.0002474705594492,120157.08274019528
Angola,2010,4202.7827758638305,24.591860230459133,-4178.190915633371,129319.34126448046,129294.74940425,0.0190163822286756,99.98098361777132,0.0001799444586343,1.0529140362416138e-06,0.0055358258864638,-0.0001788915445981,133497.53218011383
Angola,2011,5311.760519934003,38.99830535630463,-5272.762214577699,160183.3942567563,160144.3959514,0.0243460350788887,99.97565396492112,0.0002193039312965,1.6101030244954637e-06,0.0066117995108129,-0.000217693828272,165456.156471334
Angola,2012,6231.291229646886,57.797838149999734,-6173.493391496886,141878.213725978,141820.415887828,0.0407376415533605,99.95926235844664,0.0002481795136867,2.301969019834305e-06,0.0056484154806367,-0.0002458775446669,148051.7071174749
Angola,2013,5823.8892067475535,32.419815690780524,-5791.469391056773,139406.54500460377,139374.125188913,0.0232555908258897,99.97674440917412,0.0002238579799641,1.2461491271056477e-06,0.0053572465094139,-0.000222611830837,145198.01439566055
Argentina,2005,2187.940543789998,134980.06752978623,132792.12698599623,264365.63688219123,129385.569352405,51.058098594688815,48.94190140531118,5.6255381271436985e-05,0.0034705491355716,0.003326705817304,0.0034142937543001,131573.509896195
Argentina,2006,3501.9475031220936,141908.42373048107,138406.47622735897,298022.74688494107,156114.32315446,47.61664175428471,52.38335824571529,8.913075854217597e-05,0.0036118204054589,0.0039733856745853,0.0035226896469167,159616.2706575821
Argentina,2007,6071.241915288323,136811.88073921582,130740.6388239275,362496.7941940908,225684.913454875,37.74154225098138,62.25845774901862,0.0001529896662455,0.0034475325254313,0.0056870505356031,0.0032945428591857,231756.15537016332
Argentina,2008,8054.597083029395,148212.7845123682,140158.1874293388,431102.5305601582,282889.74604779,34.37993841506478,65.62006158493521,0.0002009630010735,0.0036979237652786,0.0070581273964019,0.003496960764205,290944.3431308194
Argentina,2009,4418.672987378057,178389.0509864118,173970.37799903375,406377.2949346518,227988.24394824,43.897396141459616,56.10260385854039,0.000109148852293,0.0044065175749428,0.0056317032815809,0.0042973687226498,232406.9169356181
Argentina,2010,3094.9223659904965,155636.71004687934,152541.78768088884,415335.95142288134,259699.241376002,37.47248691419327,62.52751308580673,7.567787475524492e-05,0.0038056707268896,0.0063502357535211,0.0037299928521344,262794.1637419925
Argentina,2011,1967.6172665824995,200074.26656908324,198106.6493025007,451046.7095030532,250972.44293397,44.357771014340784,55.642228985659216,4.7619004515549365e-05,0.0048420684068025,0.0060738732559044,0.004794449402287,252940.06020055249
Argentina,2012,1831.000114446768,250033.94613331708,248202.9460188703,403132.570095897,153098.62396258,62.02275992580781,37.9772400741922,4.3851038545007014e-05,0.0059881198930263,0.0036665937962538,0.0059442688544813,154929.62407702676
Argentina,2013,2288.38009757534,166121.86608495872,163833.48598738338,292909.5588998787,126787.69281492,56.71438880618502,43.28561119381499,5.42321570190383e-05,0.0039369102778689,0.0030047325058043,0.0038826781208499,129076.07291249534
Armenia,2005,394.9241922352245,2.718449907014758,-392.20574232820974,177.87808921837475,175.15963931136,1.5282657459162443,98.47173425408376,0.0001324804401996,9.119254971535586e-07,5.8758684774022136e-05,-0.0001315685147025,570.0838315465845
Armenia,2006,340.7487193876024,3.880054130897463,-336.86866525670496,177.41995081821847,173.539896687321,2.186932254801999,97.813067745198,0.0001151956454995,1.3117153924602648e-06,5.866798400517952e-05,-0.000113883930107,514.2886160749234
Armenia,2007,354.5662050897795,3.901232378824858,-350.66497271095466,153.72626133161486,149.82502895279,2.5377787406207752,97.46222125937922,0.0001208885799828,1.3301167333190788e-06,5.108251924745653e-05,-0.0001195584632495,504.3912340425695
Armenia,2008,422.6645452645498,1.40762476895803,-421.25692049559177,97.39079299323905,95.983168224281,1.445336592603521,98.55466340739648,0.0001453454419754,4.840525340295838e-07,3.3006591548927445e-05,-0.0001448613894414,518.6477134888308
Armenia,2009,371.654997844516,1.485804806314789,-370.1691930382012,121.3074953139808,119.821690507666,1.2248252282095786,98.77517477179042,0.0001286894036857,5.144753484469492e-07,4.148950502343006e-05,-0.0001281749283373,491.476688352182
Armenia,2010,515.9098275516429,2.3350922095009707,-513.5747353421419,132.99852074950098,130.66342854,1.7557279557259529,98.24427204427406,0.0001793221506957,8.116413658328017e-07,4.5416554932221066e-05,-0.0001785105093299,646.573256091643
Armenia,2011,385.1147633973085,1.068930157334961,-384.0458332399735,141.86851415733497,140.799584,0.7534653927153254,99.24653460728469,0.000133859841292,3.715433289311648e-07,4.893972332290581e-05,-0.0001334882979631,525.9143473973085
Armenia,2012,386.4560568862988,0.7088487521660625,-385.74720813413273,170.76549685216605,170.0566481,0.41510068792159,99.5848993120784,0.0001340000197247,2.457866685735307e-07,5.896555065880721e-05,-0.0001337542330562,556.5127049862988
Armenia,2013,434.5095624817805,0.6052859081418944,-433.90427657363864,156.5623539326879,155.957068024546,0.3866101223810992,99.6133898776189,0.0001499342865706,2.0886332234019825e-07,5.381541339701381e-05,-0.0001497254232483,590.4666305063265
Aruba,2005,945.5230016467336,0.0,-945.5230016467336,0.0,0.0,,,0.0094552300164673,0.0,0.0,-0.0094552300164673,945.5230016467336
Aruba,2006,930.289564243816,0.0,-930.289564243816,0.0,0.0,,,0.0092107877647902,0.0,0.0,-0.0092107877647902,930.289564243816
Aruba,2007,733.3348643722943,0.0,-733.3348643722943,0.0,0.0,,,0.0072607412314088,0.0,0.0,-0.0072607412314088,733.3348643722943
Aruba,2008,819.2302295396174,0.0,-819.2302295396174,0.0,0.0,,,0.0081111903914813,0.0,0.0,-0.0081111903914813,819.2302295396174
Aruba,2009,247.85487066203257,0.0,-247.85487066203257,0.0,0.0,,,0.0024540086204161,0.0,0.0,-0.0024540086204161,247.85487066203257
Aruba,2010,224.03141384201447,0.0,-224.03141384201447,0.0,0.0,,,0.0021963864102158,0.0,0.0,-0.0021963864102158,224.03141384201447
Aruba,2011,148.55131235975176,0.0,-148.55131235975176,0.0,0.0,,,0.0014563854152916,0.0,0.0,-0.0014563854152916,148.55131235975176
Aruba,2012,146.98547463782222,0.0,-146.98547463782222,0.0,0.0,,,0.0014270434430856,0.0,0.0,-0.0014270434430856,146.98547463782222
Aruba,2013,137.89598724919168,0.0,-137.89598724919168,0.0,0.0,,,0.0013387959927105,0.0,0.0,-0.0013387959927105,137.89598724919168
Australia,2005,3405.3733933894473,35067.82241191054,31662.449018521096,83337.04829191054,48269.22588,42.079511010608414,57.92048898939159,0.0001687582830362,0.0017378374751925,0.002392052424798,0.0015690791921562,51674.599273389445
Australia,2006,4388.4790809073675,32969.449339894345,28580.970258986978,76326.55236989434,43357.10303,43.19525553848881,56.80474446151119,0.0002138009880594,0.00160622865341,0.0021123016189223,0.0013924276653506,47745.582110907366
Australia,2007,6257.670050293789,26702.751849229928,20445.08179893614,69258.47945922993,42555.72761,38.555209495970686,61.444790504029314,0.0002991810121578,0.0012766662769759,0.0020346016260279,0.0009774852648181,48813.39766029379
Australia,2008,6108.737875719715,16106.68287424578,9997.944998526064,62179.70342424578,46073.02055,25.9034411347245,74.0965588652755,0.0002863649857359,0.0007550479502271,0.0021598078262703,0.0004686829644911,52181.75842571971
Australia,2009,6370.030394820053,18281.776378550087,11911.745983730034,55251.74999855008,36969.97362,33.08813997571088,66.91186002428911,0.000292861495785,0.0008405027988851,0.0016996907553675,0.0005476413031,43340.00401482005
Australia,2010,5273.130649671661,20532.10167197668,15258.97102230502,48574.29215197668,28042.19048,42.269481987996706,57.730518012003294,0.000238010862093,0.0009267479879023,0.0012657273969758,0.0006887371258092,33315.32112967166
Australia,2011,5131.316341778071,17424.167506016493,12292.851164238422,42119.99999601649,24695.83249,41.36791905903225,58.63208094096775,0.0002276739880103,0.0007731017617364,0.0010957419686751,0.000545427773726,29827.14883177807
Australia,2012,5286.009406958907,15317.464821907124,10031.455414948216,35696.66732190712,20379.2025,42.91006968179005,57.089930318209944,0.0002307897924798,0.0006687681113302,0.0008897660888927,0.0004379783188503,25665.211906958903
Australia,2013,4361.945171784719,37619.5402700942,33257.59509830948,78618.6622300942,40999.12196,47.8506492008127,52.14935079918731,0.0001875702073439,0.0016176968510038,0.0017630239501182,0.0014301266436598,45361.067131784715
Austria,2005,3249.590435925199,0.0,-3249.590435925199,0.0,0.0,,,0.0003936988655106,0.0,0.0,-0.0003936988655106,3249.590435925199
Austria,2006,3189.1081311816138,0.0,-3189.1081311816138,0.0,0.0,,,0.0003849255438963,0.0,0.0,-0.0003849255438963,3189.1081311816138
Austria,2007,3124.47690808923,0.0,-3124.47690808923,0.0,0.0,,,0.0003758091060968,0.0,0.0,-0.0003758091060968,3124.47690808923
Austria,2008,2825.24750889466,0.0,-2825.24750889466,0.0,0.0,,,0.0003386774764918,0.0,0.0,-0.0003386774764918,2825.24750889466
Austria,2009,2996.258703601298,0.0,-2996.258703601298,0.0,0.0,,,0.0003578476894304,0.0,0.0,-0.0003578476894304,2996.258703601298
Austria,2010,2908.5189438873144,0.0,-2908.5189438873144,0.0,0.0,,,0.0003458405402957,0.0,0.0,-0.0003458405402957,2908.5189438873144
Austria,2011,3078.8971968295195,0.0,-3078.8971968295195,0.0,0.0,,,0.0003641941325797,0.0,0.0,-0.0003641941325797,3078.8971968295195
Austria,2012,2973.2592103286865,0.0,-2973.2592103286865,0.0,0.0,,,0.0003497129158231,0.0,0.0,-0.0003497129158231,2973.2592103286865
Austria,2013,2419.8153219014357,0.0,-2419.8153219014357,0.0,0.0,,,0.0002828208651123,0.0,0.0,-0.0002828208651123,2419.8153219014357
Azerbaijan,2005,506.9372207491136,0.0,-506.9372207491136,0.0,0.0,,,5.936728197085298e-05,0.0,0.0,-5.936728197085298e-05,506.9372207491136
Azerbaijan,2006,565.5611193200065,0.0,-565.5611193200065,0.0,0.0,,,6.553431278331476e-05,0.0,0.0,-6.553431278331476e-05,565.5611193200065
Azerbaijan,2007,633.0649266170088,0.0,-633.0649266170088,0.0,0.0,,,7.256590172134444e-05,0.0,0.0,-7.256590172134444e-05,633.0649266170088
Azerbaijan,2008,733.2650190154353,0.0,-733.2650190154353,0.0,0.0,,,8.311777590290583e-05,0.0,0.0,-8.311777590290583e-05,733.2650190154353
Azerbaijan,2009,719.523197000162,0.0,-719.523197000162,0.0,0.0,,,8.062787953834177e-05,0.0,0.0,-8.062787953834177e-05,719.523197000162
Azerbaijan,2010,729.0495624922095,0.0,-729.0495624922095,0.0,0.0,,,8.071850780471761e-05,0.0,0.0,-8.071850780471761e-05,729.0495624922095
Azerbaijan,2011,761.2058639278591,0.0,-761.2058639278591,0.0,0.0,,,8.322828164529402e-05,0.0,0.0,-8.322828164529402e-05,761.2058639278591
Azerbaijan,2012,1084.604940867554,0.0,-1084.604940867554,0.0,0.0,,,0.0001170647534665,0.0,0.0,-0.0001170647534665,1084.604940867554
Azerbaijan,2013,903.3685955874996,0.0,-903.3685955874996,0.0,0.0,,,9.625664311001596e-05,0.0,0.0,-9.625664311001596e-05,903.3685955874996
Bahamas,2005,150.15736740233362,0.0,-150.15736740233362,127.9521834,127.9521834,0.0,100.0,0.0004620226689302,0.0,0.0003936990258461,-0.0004620226689302,278.1095508023336
Bahamas,2006,82.48117009638136,0.0,-82.48117009638136,156.6321131,156.6321131,0.0,100.0,0.0002491878250645,0.0,0.0004732088009063,-0.0002491878250645,239.11328319638136
Bahamas,2007,120.7914067626192,0.0,-120.7914067626192,171.969100067,171.969100067,0.0,100.0,0.000358431474073,0.0,0.0005102940654807,-0.000358431474073,292.7605068296192
Bahamas,2008,87.11489384983079,4.2184633868818935,-82.8964304629489,232.1875395368819,227.96907615,1.816834527509953,98.18316547249005,0.0002532409704936,1.226297496186597e-05,0.0006627008027616,-0.0002409779955318,315.0839699998308
Bahamas,2009,129.12929212529676,5.949136043936278,-123.18015608136048,241.61095396393628,235.66181792,2.4622791087627043,97.5377208912373,0.0003689408346437,1.699753155410365e-05,0.0006733194797714,-0.0003519433030896,364.7911100452968
Bahamas,2010,132.55640610833385,2.8028719891854905,-129.75353411914836,256.9080960791855,254.10522409,1.091001814252508,98.90899818574748,0.0003733983270657,7.895414054043635e-06,0.0007157893636338,-0.0003655029130116,386.66163019833385
Bahamas,2011,134.79366445147377,1.2988155778836583,-133.4948488735901,213.21992724788365,211.92111167,0.6091436174132501,99.39085638258676,0.0003744268456985,3.6078210496768297e-06,0.0005886697546388,-0.0003708190246488,346.71477612147373
Bahamas,2012,190.66443025585804,0.2467245286922548,-190.41770572716575,171.36015875569225,171.113434227,0.143980100440972,99.85601989955904,0.0005238033798237,6.778146392644363e-07,0.0004700918522719,-0.0005231255651845,361.7778644828581
Bahamas,2013,148.12235770040988,0.1102009189220609,-148.01215678148782,66.61940887892206,66.50920796,0.1654186381664635,99.83458136183354,0.000403603154497,3.002749834388582e-07,0.000181223999891,-0.0004033028795135,214.63156566040988
Bahrain,2005,537.082093268796,0.0,-537.082093268796,0.0,0.0,,,0.0006041418371977,0.0,0.0,-0.0006041418371977,537.082093268796
Bahrain,2006,484.15357396891824,0.0,-484.15357396891824,0.0,0.0,,,0.0005053795135374,0.0,0.0,-0.0005053795135374,484.15357396891824
Bahrain,2007,487.6440798037008,0.0,-487.6440798037008,0.0,0.0,,,0.0004706989187294,0.0,0.0,-0.0004706989187294,487.6440798037008
Bahrain,2008,408.0077854089194,0.0,-408.0077854089194,0.0,0.0,,,0.0003659262649407,0.0,0.0,-0.0003659262649407,408.0077854089194
Bahrain,2009,490.92598594549736,0.0,-490.92598594549736,0.0,0.0,,,0.0004142835324434,0.0,0.0,-0.0004142835324434,490.92598594549736
Bahrain,2010,1559.5505155840424,0.0,-1559.5505155840424,0.0,0.0,,,0.0012566885701724,0.0,0.0,-0.0012566885701724,1559.5505155840424
Bahrain,2011,889.320076310925,0.0,-889.320076310925,0.0,0.0,,,0.0006958686043121,0.0,0.0,-0.0006958686043121,889.320076310925
Bahrain,2012,970.2994831285351,0.0,-970.2994831285351,0.0,0.0,,,0.0007463842177911,0.0,0.0,-0.0007463842177911,970.2994831285351
Bahrain,2013,755.1940543340071,0.0,-755.1940543340071,0.0,0.0,,,0.0005742920565277,0.0,0.0,-0.0005742920565277,755.1940543340071
Bangladesh,2005,7354.45848025103,3.4775949447980565,-7350.980885306231,3686.628074544798,3683.1504796,0.0943299642513422,99.90567003574866,5.289607353671733e-05,2.5012190690166985e-08,2.649062458356109e-05,-5.287106134602715e-05,11037.60895985103
Bangladesh,2006,15567.484732681209,2.944968750876342,-15564.53976393033,3367.7453513508763,3364.8003826,0.0874463014163185,99.91255369858368,0.0001104695937187,2.0898013199313427e-08,2.387721186776772e-05,-0.0001104486957055,18932.285115281207
Bangladesh,2007,21544.34059283081,1.0573084629259029,-21543.28328436788,3087.6855606929257,3086.62825223,0.0342427505049648,99.96575724949504,0.0001510187900801,7.4113869544785e-09,2.1636255798612084e-05,-0.0001510113786931,24630.968845060805
Bangladesh,2008,11525.282114780131,0.9463567096649969,-11524.335758070469,3109.578370709665,3108.632014,0.0304336021429496,99.96956639785704,7.986807098056972e-05,6.558076766167235e-09,2.1542244248253684e-05,-7.986151290380356e-05,14633.914128780134
Bangladesh,2009,18154.293007780296,3.685551137385118,-18150.60745664291,2716.689085137385,2713.003534,0.1356633395241376,99.86433666047586,0.0001244083878913,2.5256476542312362e-08,1.8591767570561183e-05,-0.0001243831314148,20867.296541780295
Bangladesh,2010,16532.266436400583,5.9735959993704455,-16526.292840401213,2879.0307505993705,2873.0571546,0.2074863562373146,99.79251364376267,0.0001120261937332,4.0478371509696586e-08,1.9468453321039293e-05,-0.0001119857153617,19405.323591000582
Bangladesh,2011,19291.72258444186,5.685423761673974,-19286.037160680185,3133.090234761674,3127.404811,0.181463773324947,99.81853622667504,0.0001292378636347,3.808742415824273e-08,2.0950908594369167e-05,-0.0001291997762105,22419.12739544186
Bangladesh,2012,17006.658520173845,6.307400742166465,-17000.351119431678,3712.5197017421665,3706.212301,0.1698954146750144,99.830104585325,0.0001126224025546,4.1769206138606845e-08,2.454347708700317e-05,-0.0001125806333485,20712.870821173845
Bangladesh,2013,15269.22705058326,14.873517720215204,-15254.353532863046,4543.694478811315,4528.8209610911,0.3273441422959912,99.672655857704,9.995501371569556e-05,9.736463167387133e-08,2.9646449016847833e-05,-9.98576490840217e-05,19798.04801167436
Barbados,2005,154.87637626218122,0.0067292813993802,-154.86964698078185,2.3520000003993804,2.345270719,0.286108902986291,99.7138910970137,0.000561146290805,2.4381454345580533e-08,8.497357677536232e-06,-0.0005611219093506,157.22164698118124
Barbados,2006,118.51849437926892,0.0137705752098198,-118.5047238040591,2.7441202512098197,2.730349676,0.5018211284198899,99.49817887158012,0.0004278646006471,4.9713267905486776e-08,9.856858036101083e-06,-0.0004278148873792,121.24884405526892
Barbados,2007,158.23714404279482,0.0319808788018702,-158.20516316399295,3.13599999980187,3.104019121,1.019798431246518,98.98020156875349,0.0005671582223756,1.1462680574147057e-07,1.1125516562724012e-05,-0.0005670435955698,161.34116316379482
Barbados,2008,120.37928585160417,0.1112617269358091,-120.26802412466834,3.527999999935809,3.416738273,3.153677067398909,96.8463229326011,0.0004299260208985,3.973633104850327e-07,1.2202636689285716e-05,-0.0004295286575881,123.79602412460416
Barbados,2009,155.73489330495516,0.892028936526351,-154.84286436842882,3.245333333526351,2.353304397,27.48651201129716,72.51348798870283,0.0005542167021528,3.1744802011613915e-06,8.374748743772242e-06,-0.0005510422219517,158.08819770195515
Barbados,2010,141.95689264491932,0.8220670400246795,-141.13482560489464,2.5920000000246795,1.76993296,31.715549383366216,68.28445061663379,0.0005033932363295,2.9151313476052463e-06,6.2763580141843975e-06,-0.0005004781049818,143.72682560491933
Barbados,2011,197.7968017188659,0.1562121351219005,-197.640589583744,1.8080000001219003,1.651787865,8.640051720761521,91.35994827923848,0.0006989286279818,5.519863431869279e-07,5.8367062367491165e-06,-0.0006983766416386,199.4485895838659
Barbados,2012,112.17605872342428,0.0151679207147819,-112.16089080270947,1.023999999714782,1.008832079,1.4812422577154951,98.5187577422845,0.0003949861222655,5.3408171530922186e-08,3.55222563028169e-06,-0.000394932714094,113.18489080242428
Barbados,2013,155.3028102909633,0.002670392749376,-155.30013989821393,0.240000000049376,0.2373296073,1.1126636453444323,98.88733635465556,0.0005468408813062,9.402791371042349e-09,8.356676313380282e-07,-0.0005468314785148,155.5401398982633
Belarus,2005,897.0999102038485,0.0,-897.0999102038485,0.0,0.0,,,9.381927527754116e-05,0.0,0.0,-9.381927527754116e-05,897.0999102038485
Belarus,2006,1041.260443768123,0.0,-1041.260443768123,0.0,0.0,,,0.0001094105751568,0.0,0.0,-0.0001094105751568,1041.260443768123
Belarus,2007,812.6171200315501,0.0,-812.6171200315501,0.0,0.0,,,8.571006434253245e-05,0.0,0.0,-8.571006434253245e-05,812.6171200315501
Belarus,2008,1015.1251065876716,0.0,-1015.1251065876716,0.0,0.0,,,0.0001073865552298,0.0,0.0,-0.0001073865552298,1015.1251065876716
Belarus,2009,1078.2592240400238,0.0,-1078.2592240400238,0.0,0.0,,,0.0001143071370762,0.0,0.0,-0.0001143071370762,1078.2592240400238
Belarus,2010,965.3895528824098,0.0,-965.3895528824098,0.0,0.0,,,0.0001024720892561,0.0,0.0,-0.0001024720892561,965.3895528824098
Belarus,2011,1293.240316656072,0.0,-1293.240316656072,0.0,0.0,,,0.0001373595662937,0.0,0.0,-0.0001373595662937,1293.240316656072
Belarus,2012,1719.3441451542033,0.0,-1719.3441451542033,0.0,0.0,,,0.0001825787559896,0.0,0.0,-0.0001825787559896,1719.3441451542033
Belarus,2013,1062.036103906374,0.0,-1062.036103906374,0.0,0.0,,,0.0001126948327574,0.0,0.0,-0.0001126948327574,1062.036103906374
Belgium,2005,12588.616692041902,0.0,-12588.616692041902,0.0,0.0,,,0.0011935732143777,0.0,0.0,-0.0011935732143777,12588.616692041902
