Entity,Year,tfp,output,inputs,ag_land_index,labor_index,capital_index,materials_index,output_quantity,crop_output_quantity,animal_output_quantity,fish_output_quantity,ag_land_quantity,labor_quantity,capital_quantity,machinery_quantity,livestock_quantity,fertilizer_quantity,animal_feed_quantity,cropland_quantity,pasture_quantity,irrigation_quantity
Belize,2015,100.0,100.0,100.0,100.0,100.0,100.0,100.0,284090,202578,51310,30201,124,26,152,64,112,34669,202721,120,50,4
Belize,2016,83.7794,87.4837,104.4215,100.0,108.0259,100.5397,126.338,248532,188376,52130,8026,124,28,153,68,121,37387,277211,120,50,4
Belize,2017,88.4496,93.3747,105.5682,101.618,104.4784,101.0615,134.481,265268,208300,53208,3760,126,27,154,66,125,31071,333950,122,50,4
Belize,2018,87.0573,89.3087,102.5861,101.618,105.3824,100.1773,111.7205,253717,193917,56038,3760,126,28,152,67,128,22469,297355,122,50,4
Belize,2019,81.8936,88.1957,107.6954,101.618,107.2745,103.2274,140.3636,250555,189878,56916,3760,126,28,157,68,132,42384,304894,122,50,4
Benin,1961,56.0082,14.9168,26.6332,28.0223,41.7884,21.9798,14.3716,496870,436659,60211,0,991,713,213,3,438,4986,167148,984,442,0
Benin,1962,51.8746,14.4124,27.7832,29.207,42.175,23.5378,14.9616,480070,416752,63317,0,1033,720,228,3,471,5527,162126,1026,442,0
Benin,1963,50.8115,14.387,28.3145,28.2302,42.5615,25.3322,15.4008,479225,408877,70347,0,998,727,245,3,510,5812,162946,992,442,0
Benin,1964,51.3788,14.8094,28.824,27.006,42.9868,26.8775,16.903,493295,417942,75355,0,955,734,260,3,542,6670,170091,942,442,2
Benin,1965,51.1938,15.4097,30.1008,27.1038,43.4893,29.5143,18.2958,513290,435640,77649,0,959,742,286,3,600,7336,180829,946,442,2
Benin,1966,50.3638,15.2621,30.3038,26.0438,43.9918,31.4291,17.5353,508374,426190,82184,0,921,751,304,3,639,6321,195339,908,442,2
Benin,1967,52.5556,16.9739,32.297,28.3327,44.5717,33.1374,20.509,565391,478564,86825,0,1002,761,321,3,675,8789,188070,989,442,2
Benin,1968,55.0248,17.6836,32.1375,27.8598,45.1902,32.5363,21.111,589032,501071,87961,0,985,771,315,3,660,8716,201878,972,442,2
Benin,1969,52.421,17.5357,33.4517,28.0522,45.8474,34.8722,23.5319,584105,491180,92927,0,992,783,337,3,710,10626,203474,979,442,2
Benin,1970,52.7619,18.1014,34.3076,28.8136,46.5432,35.5786,25.0283,602947,508980,93965,0,1019,795,344,3,724,12246,197746,1006,442,2
Benin,1971,53.9596,18.3674,34.0392,26.8898,46.4659,36.7062,26.0071,611810,517598,94215,0,951,793,355,3,747,11937,220791,935,442,3
Benin,1972,53.2534,18.7052,35.125,27.3445,46.3886,39.3466,26.8867,623062,524084,98980,0,967,792,381,3,804,12533,224322,951,442,3
Benin,1973,53.8877,19.1707,35.5753,26.8181,46.3113,42.4381,25.4228,638567,537216,101350,0,949,791,411,4,870,11171,226660,932,442,3
Benin,1974,51.9594,17.9484,34.5431,25.2896,46.2726,40.9337,25.7315,597852,488147,109703,0,894,790,396,4,835,11376,227863,878,442,3
Benin,1975,51.9479,17.8895,34.4374,22.5652,46.234,44.3885,27.3089,595891,477198,118693,0,798,789,430,4,910,9309,323964,779,442,4
Benin,1976,57.9755,20.0173,34.5271,23.1501,46.1953,45.0689,24.7334,666766,544023,122744,0,819,789,436,4,922,9391,259902,796,442,5
Benin,1977,56.4903,20.0763,35.5393,24.7909,46.1566,46.2574,24.4645,668730,546372,122360,0,877,788,448,4,947,8786,273664,851,442,6
Benin,1978,57.1441,22.2736,38.9779,30.758,46.1566,47.6043,28.2029,741921,613465,128457,0,1088,788,461,4,973,9929,322650,1059,442,7
Benin,1979,59.1073,23.2791,39.3845,30.4989,46.1953,49.0465,29.0078,775416,642844,132572,0,1079,789,475,4,1004,9702,351522,1047,442,8
Benin,1980,56.3051,21.8779,38.856,27.3886,46.2726,52.7517,27.8663,728742,586979,141763,0,969,790,510,4,1082,9611,326251,931,442,10
Benin,1981,52.301,21.6145,41.3271,29.7548,47.3164,54.4582,33.578,719969,574692,145277,0,1052,808,527,4,1117,11891,381579,1015,442,10
Benin,1982,52.2953,22.1917,42.4354,29.7276,48.4761,56.9553,35.5189,739196,584300,154895,0,1051,828,551,5,1167,12694,399507,1014,450,10
Benin,1983,50.9122,22.6753,44.538,30.814,49.6358,61.0573,38.3835,755302,583707,171597,0,1090,847,591,5,1254,15673,371648,1053,450,10
Benin,1984,60.4064,28.5766,47.3072,33.0567,50.8342,63.5872,45.9599,951871,769009,182826,33,1169,868,615,5,1306,17860,470497,1132,450,10
Benin,1985,57.3619,28.827,50.2545,35.503,52.0325,67.1304,52.6413,960212,765640,194546,25,1256,888,650,5,1380,23085,470402,1218,450,10
Benin,1986,62.7935,30.6559,48.8202,35.736,53.1923,59.1876,55.3964,1021134,852414,168687,33,1264,908,573,6,1202,21973,554193,1226,500,10
Benin,1987,56.4017,26.5684,47.1057,32.8263,54.352,58.835,49.2037,884981,720479,164471,31,1161,928,569,6,1191,20878,456296,1123,500,10
Benin,1988,64.4604,31.8723,49.4448,38.8482,55.5117,57.6361,47.7729,1061651,904858,156619,178,1374,948,558,6,1161,15660,592165,1336,500,10
Benin,1989,67.391,32.6903,48.5085,38.3972,56.7487,56.6534,41.2816,1088899,939099,149800,0,1358,969,548,6,1137,11941,589007,1320,500,10
Benin,1990,66.4079,34.5067,51.9617,39.4315,58.1404,61.333,54.0296,1149400,996152,153251,0,1395,993,594,6,1236,19914,587031,1356,550,10
Benin,1991,70.9707,38.7248,54.5644,42.1106,59.4161,63.1969,61.1047,1289903,1121340,168562,0,1489,1014,612,6,1274,22309,670998,1451,550,10
Benin,1992,67.9134,37.8438,55.7236,41.6428,61.4518,64.7757,65.9734,1260557,1087364,173192,0,1473,1049,627,7,1306,25861,668829,1434,550,10
Benin,1993,72.9952,41.9416,57.458,43.4405,63.6592,65.084,70.5457,1397053,1221585,175467,0,1536,1087,630,7,1311,28132,701510,1497,550,10
Benin,1994,71.3592,43.7058,61.2475,45.499,65.6454,72.2744,75.3372,1455817,1267989,187829,0,1609,1121,699,7,1465,28870,783442,1570,550,10
Benin,1995,75.5532,47.3601,62.6845,49.6526,67.8653,64.2333,97.2072,1577543,1398343,179195,0,1756,1159,622,7,1288,47137,775810,1716,550,10
Benin,1996,81.6247,52.742,64.6153,55.054,69.6897,63.5186,92.5502,1756811,1568353,188458,0,1947,1190,615,7,1484,42626,782672,1907,550,10
Benin,1997,82.3418,55.7025,67.6479,60.0537,71.4036,63.0094,106.9811,1855424,1664932,190492,0,2124,1219,610,7,1505,49425,901567,2081,550,11
Benin,1998,82.7102,56.8275,68.7068,61.8694,73.2108,62.7734,108.1922,1892897,1691287,201609,0,2188,1250,607,7,1489,45311,1018181,2145,550,11
Benin,1999,84.7888,60.2865,71.102,63.1435,74.8444,62.6658,134.8439,2008115,1809403,198713,0,2233,1278,606,8,1545,63490,1112412,2190,550,11
Benin,2000,88.2102,62.797,71.1902,65.2292,76.4695,62.8471,116.4057,2091738,1860138,231599,0,2307,1305,608,8,1667,43170,1255986,2264,550,11
Benin,2001,89.4696,64.3065,71.8752,64.7203,78.0007,63.6463,119.7219,2142016,1909367,232647,0,2289,1332,616,8,1834,40434,1435087,2246,550,11
Benin,2002,97.6166,73.4459,75.2391,69.6572,79.6234,65.0555,132.0053,2446446,2202068,244362,16,2464,1359,630,8,1887,51523,1344707,2417,550,12
Benin,2003,99.7532,70.8739,71.0492,67.2122,81.6638,66.4039,74.8023,2360774,2115482,245274,16,2377,1394,643,8,1947,12187,2035209,2325,550,14
Benin,2004,104.5916,76.0531,72.7144,68.8106,83.6447,68.5579,74.2294,2533293,2268900,264376,16,2434,1428,663,8,1981,10466,2376052,2375,550,16
Benin,2005,95.2011,70.059,73.5906,67.4249,85.7821,70.4592,76.4302,2333632,2059491,273359,781,2385,1464,682,8,2007,11879,2192735,2320,550,18
Benin,2006,88.2539,64.0506,72.5753,63.4796,87.4397,72.6982,69.4189,2133492,1862959,269607,925,2245,1493,703,9,2073,10749,1999919,2174,550,20
Benin,2007,89.1943,66.7952,74.8873,66.5995,88.8804,74.9432,70.8115,2224914,1947017,277497,397,2356,1517,725,9,2129,11689,1898456,2277,550,22
Benin,2008,95.6257,78.0612,81.632,80.2388,90.3853,77.6814,78.9987,2600179,2346252,253452,475,2838,1543,752,9,2067,11027,2557667,2757,550,23
Benin,2009,91.5466,80.0512,87.4431,81.2173,92.0127,80.4309,126.4389,2666466,2425275,240502,687,2873,1571,778,9,2126,26944,2543742,2792,550,23
Benin,2010,92.0542,82.2046,89.3002,79.1178,93.7475,82.8123,145.9617,2738194,2455907,281476,812,2798,1600,801,9,2182,33768,2677322,2718,550,23
Benin,2011,102.0627,89.978,88.1595,77.0974,93.8085,85.1362,127.5363,2997121,2695671,300558,892,2727,1601,824,9,2241,22404,3188265,2646,550,23
Benin,2012,99.4016,95.8993,96.4767,88.9404,95.4041,88.1153,169.2767,3194359,2882220,311027,1115,3146,1629,853,10,2300,38432,3171359,3061,550,24
Benin,2013,106.2558,105.0091,98.8268,96.3881,96.6007,91.3817,144.4953,3497802,3168333,327979,1487,3409,1649,884,10,2361,25576,3581606,3325,550,24
Benin,2014,107.5408,110.7926,103.0238,98.5286,97.9966,95.419,169.7121,3690446,3359554,327716,3178,3485,1673,923,10,2423,34314,3622151,3400,550,24
Benin,2015,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3330950,2983775,337233,9945,3537,1707,968,10,2488,13296,3419498,3452,550,24
Benin,2016,103.8661,111.8829,107.7183,95.7946,101.9434,104.2489,194.5913,3726763,3372335,345041,9382,3388,1740,1009,10,2554,41188,3944699,3304,550,24
Benin,2017,111.5644,119.1506,106.7999,105.1867,103.3628,108.989,113.3459,3968849,3605687,353061,10102,3720,1764,1055,11,2621,13828,4269490,3636,550,24
Benin,2018,99.4498,128.1076,128.8163,122.7635,104.5854,114.0753,361.1267,4267201,3894021,361776,11405,4342,1785,1104,11,2691,116814,4543905,4257,550,24
Benin,2019,97.6602,128.5087,131.5875,116.2939,105.6825,119.1084,443.6853,4280560,3901743,366013,12806,4113,1804,1153,11,2736,169818,4620349,4029,550,24
Bhutan,1961,70.1831,26.2078,37.342,72.5744,34.2712,13.7958,49.2442,71358,52601,18758,0,141,68,34,0,203,1164,83301,113,248,8
Bhutan,1962,71.2838,27.3313,38.3415,74.4594,35.1576,14.1997,50.6183,74417,54284,20134,0,145,69,35,0,209,1195,85648,113,250,10
Bhutan,1963,73.0112,28.3945,38.8907,74.4594,35.7485,14.5886,51.9147,77312,55895,21417,0,145,70,36,0,215,1223,87897,113,250,10
Bhutan,1964,73.643,29.1497,39.5824,74.5175,36.6348,14.9852,53.2682,79368,57379,21990,0,145,72,37,0,220,1255,90187,113,252,10
Bhutan,1965,74.1473,29.9051,40.3321,75.0313,37.5211,15.3626,54.5543,81425,58873,22554,0,146,74,38,0,225,1286,92353,114,252,10
Bhutan,1966,73.1487,30.5251,41.7302,78.7431,38.7029,15.7195,55.7313,83113,60222,22890,0,153,76,39,0,230,1311,94389,114,254,14
Bhutan,1967,73.9431,31.3463,42.3925,78.7431,39.5892,16.0954,57.0075,85349,61799,23550,0,153,78,40,0,236,1342,96535,114,254,14
Bhutan,1968,74.1027,32.0603,43.2647,79.286,40.771,16.4642,58.2434,87293,63308,23985,0,154,80,41,0,241,1371,98632,115,255,14
Bhutan,1969,74.6759,32.894,44.049,79.286,41.9527,16.8482,59.5187,89563,64836,24725,0,154,83,42,0,246,1400,100815,115,255,14
Bhutan,1970,72.4925,33.6157,46.3713,88.1358,43.1345,17.2723,60.9321,91528,66170,25359,0,172,85,43,0,252,1432,103236,125,257,18
Bhutan,1971,72.5225,34.4233,47.4657,88.1358,44.6117,17.7231,62.2912,93727,67781,25945,0,172,88,44,0,258,1463,105618,125,257,18
Bhutan,1972,72.1172,35.1711,48.7693,88.7077,46.3844,18.1938,63.7266,95763,69202,26558,0,173,91,45,0,264,1495,108104,126,259,18
Bhutan,1973,71.9,35.9269,49.9679,88.7077,48.157,18.6391,64.9997,97821,70776,27046,0,173,95,47,0,270,1523,110416,126,259,18
Bhutan,1974,70.6616,36.7592,52.0214,94.9885,49.9297,19.0922,67.9321,100087,72246,27841,0,185,98,48,0,275,1636,112759,131,261,22
Bhutan,1975,70.6157,37.6388,53.3008,94.9885,51.7023,19.5864,69.8405,102482,73850,28633,0,185,102,49,0,282,1692,115335,131,261,22
Bhutan,1976,70.0844,38.5235,54.9673,98.0713,53.475,20.1255,71.6709,104891,75382,29509,0,191,105,50,0,289,1740,118165,137,261,22
Bhutan,1977,69.3321,39.3874,56.8097,101.7831,55.5431,20.6531,73.2835,107243,77071,30171,0,198,110,52,0,295,1778,120905,137,263,26
Bhutan,1978,69.6418,40.466,58.106,101.7831,57.3157,21.1997,74.9854,110180,79223,30957,0,198,113,53,0,302,1818,123740,137,263,26
Bhutan,1979,69.2543,41.4037,59.785,105.2655,59.0884,21.7286,76.4526,112733,81291,31442,0,205,117,54,0,309,1849,126447,142,263,27
Bhutan,1980,71.2729,43.7546,61.3902,108.4064,60.861,22.2224,77.85,119134,86584,32551,0,211,120,56,0,315,1880,128923,148,265,27
Bhutan,1981,74.4507,46.7548,62.7997,108.4064,62.3382,23.1033,80.2069,127303,93936,33367,0,211,123,58,0,323,1943,132306,148,265,27
Bhutan,1982,73.2159,47.3359,64.6525,111.8888,63.52,24.4283,83.607,128885,94338,34549,0,218,125,61,0,338,2018,138547,153,265,28
Bhutan,1983,72.2212,48.5905,67.2801,117.9983,64.9972,25.8533,90.6174,132301,96322,35979,0,230,128,65,0,355,2243,145243,163,267,29
Bhutan,1984,76.8199,53.0965,69.1182,119.5293,66.4744,27.4455,93.2027,144570,107197,37373,0,233,131,69,0,373,2268,152822,164,280,30
Bhutan,1985,70.9677,50.5528,71.2336,118.8899,67.9516,30.6236,95.2921,137644,98882,38764,0,231,134,77,1,393,2267,160952,164,280,29
Bhutan,1986,70.01,51.3031,73.2798,118.7073,70.0197,32.4817,97.804,139687,101820,37867,0,231,138,81,1,399,2347,163265,164,280,29
Bhutan,1987,75.0343,56.8783,75.8031,119.0716,72.0878,35.6388,100.6013,154867,115601,39267,0,232,142,89,1,411,2408,168530,165,300,28
Bhutan,1988,64.0511,49.125,76.6966,115.5892,74.1559,35.7997,100.8095,133756,94097,39628,33,225,146,89,1,414,2407,169440,160,300,27
Bhutan,1989,64.5578,50.0514,77.5295,111.2961,75.6331,37.3143,100.925,136279,95165,41088,27,217,149,93,2,411,2424,168323,152,300,27
Bhutan,1990,73.0756,57.6115,78.8382,112.5064,76.224,39.2284,103.6807,156863,113172,43621,69,219,150,98,2,418,2510,171080,154,300,27
Bhutan,1991,107.2923,84.3228,78.5916,113.9596,75.9285,39.6193,99.0435,229592,107780,121735,78,222,150,99,2,395,2426,161974,154,350,27
Bhutan,1992,106.6379,82.8023,77.648,113.9596,75.4006,39.3937,92.4778,225452,111186,114184,78,222,149,98,3,370,2256,151687,154,350,27
Bhutan,1993,107.911,83.9547,77.8,114.4734,74.7079,40.9212,92.6868,228590,115162,113361,67,223,147,102,3,371,2262,152030,155,350,27
Bhutan,1994,109.063,85.2501,78.1659,116.5286,74.148,42.3294,92.9344,232117,116892,115158,67,227,146,106,4,372,2268,152391,159,350,27
Bhutan,1995,112.3001,90.3908,80.4904,121.0646,73.9903,46.3492,101.3287,246114,120212,125834,67,236,146,116,4,405,2477,165950,165,400,27
Bhutan,1996,109.8956,89.47,81.4137,123.6336,74.9209,47.2727,99.0247,243607,119205,124335,67,241,148,118,4,394,2437,161350,170,400,27
